"event","experiment time","system time","system time text"
"START",0.000000000E0,1738791243.472,"2025-02-05 16:34:03.472 UTC-05:00"
"PAUSE",1.151690607E1,1738791254.989,"2025-02-05 16:34:14.989 UTC-05:00"
