"event","experiment time","system time","system time text"
"START",0.000000000E0,1738788917.854,"2025-02-05 15:55:17.854 UTC-05:00"
"PAUSE",1.213070249E1,1738788929.985,"2025-02-05 15:55:29.985 UTC-05:00"
