"event","experiment time","system time","system time text"
"START",0.000000000E0,1738791743.046,"2025-02-05 16:42:23.046 UTC-05:00"
"PAUSE",1.180489880E1,1738791754.851,"2025-02-05 16:42:34.851 UTC-05:00"
