"event","experiment time","system time","system time text"
"START",0.000000000E0,1738791431.563,"2025-02-05 16:37:11.563 UTC-05:00"
"PAUSE",1.202948768E1,1738791443.592,"2025-02-05 16:37:23.592 UTC-05:00"
