"event","experiment time","system time","system time text"
"START",0.000000000E0,1738787848.541,"2025-02-05 15:37:28.541 UTC-05:00"
"PAUSE",2.093469375E1,1738787869.475,"2025-02-05 15:37:49.475 UTC-05:00"
