"event","experiment time","system time","system time text"
"START",0.000000000E0,1738789553.270,"2025-02-05 16:05:53.270 UTC-05:00"
"PAUSE",1.374133653E1,1738789567.011,"2025-02-05 16:06:07.011 UTC-05:00"
