"event","experiment time","system time","system time text"
"START",0.000000000E0,1738789264.806,"2025-02-05 16:01:04.806 UTC-05:00"
"PAUSE",1.302721626E1,1738789277.833,"2025-02-05 16:01:17.833 UTC-05:00"
