"event","experiment time","system time","system time text"
"START",0.000000000E0,1738790090.005,"2025-02-05 16:14:50.005 UTC-05:00"
"PAUSE",1.233293180E1,1738790102.338,"2025-02-05 16:15:02.338 UTC-05:00"
