"event","experiment time","system time","system time text"
"START",0.000000000E0,1738789403.048,"2025-02-05 16:03:23.048 UTC-05:00"
"PAUSE",1.421579438E1,1738789417.264,"2025-02-05 16:03:37.264 UTC-05:00"
