"event","experiment time","system time","system time text"
"START",0.000000000E0,1738790789.871,"2025-02-05 16:26:29.871 UTC-05:00"
"PAUSE",1.359566722E1,1738790803.467,"2025-02-05 16:26:43.467 UTC-05:00"
