"event","experiment time","system time","system time text"
"START",0.000000000E0,1738789469.406,"2025-02-05 16:04:29.406 UTC-05:00"
"PAUSE",1.157781957E1,1738789480.983,"2025-02-05 16:04:40.983 UTC-05:00"
