"event","experiment time","system time","system time text"
"START",0.000000000E0,1738791165.330,"2025-02-05 16:32:45.330 UTC-05:00"
"PAUSE",1.170395534E1,1738791177.034,"2025-02-05 16:32:57.034 UTC-05:00"
