"event","experiment time","system time","system time text"
"START",0.000000000E0,1738792076.896,"2025-02-05 16:47:56.896 UTC-05:00"
"PAUSE",1.193910845E1,1738792088.835,"2025-02-05 16:48:08.835 UTC-05:00"
