"event","experiment time","system time","system time text"
"START",0.000000000E0,1738788543.526,"2025-02-05 15:49:03.526 UTC-05:00"
"PAUSE",1.270168961E1,1738788556.228,"2025-02-05 15:49:16.228 UTC-05:00"
