"event","experiment time","system time","system time text"
"START",0.000000000E0,1738787471.907,"2025-02-05 15:31:11.907 UTC-05:00"
"PAUSE",1.188928730E1,1738787483.796,"2025-02-05 15:31:23.796 UTC-05:00"
