"event","experiment time","system time","system time text"
"START",0.000000000E0,1738791567.186,"2025-02-05 16:39:27.186 UTC-05:00"
"PAUSE",1.264308353E1,1738791579.829,"2025-02-05 16:39:39.829 UTC-05:00"
