"event","experiment time","system time","system time text"
"START",0.000000000E0,1738789056.440,"2025-02-05 15:57:36.440 UTC-05:00"
"PAUSE",1.318343191E1,1738789069.623,"2025-02-05 15:57:49.623 UTC-05:00"
