"event","experiment time","system time","system time text"
"START",0.000000000E0,1738787667.001,"2025-02-05 15:34:27.001 UTC-05:00"
"PAUSE",1.437020668E1,1738787681.371,"2025-02-05 15:34:41.371 UTC-05:00"
