"event","experiment time","system time","system time text"
"START",0.000000000E0,1738788223.859,"2025-02-05 15:43:43.859 UTC-05:00"
"PAUSE",1.219356895E1,1738788236.052,"2025-02-05 15:43:56.052 UTC-05:00"
