"event","experiment time","system time","system time text"
"START",0.000000000E0,1738791927.985,"2025-02-05 16:45:27.985 UTC-05:00"
"PAUSE",1.197819126E1,1738791939.963,"2025-02-05 16:45:39.963 UTC-05:00"
