"event","experiment time","system time","system time text"
"START",0.000000000E0,1738789963.446,"2025-02-05 16:12:43.446 UTC-05:00"
"PAUSE",1.133853003E1,1738789974.784,"2025-02-05 16:12:54.784 UTC-05:00"
