	profile_A
n	x	y	luma
8.700000E1	1.103629E1	-2.831318E-3	5.778212E0
8.800000E1	1.103108E1	-2.831318E-3	6.225088E0
8.900000E1	1.102587E1	-2.831318E-3	5.839369E0
9.000000E1	1.102066E1	-2.831318E-3	6.373569E0
9.100000E1	1.101546E1	-2.831318E-3	6.291842E0
9.200000E1	1.101025E1	-2.831318E-3	5.952769E0
9.300000E1	1.100504E1	-2.831318E-3	5.566119E0
9.400000E1	1.099983E1	-2.831318E-3	5.549345E0
9.500000E1	1.099463E1	-2.831318E-3	5.021992E0
9.600000E1	1.098942E1	-2.831318E-3	5.020791E0
9.700000E1	1.098421E1	-2.831318E-3	4.700199E0
9.800000E1	1.097900E1	-2.831318E-3	5.856867E0
9.900000E1	1.097380E1	-2.831318E-3	5.481850E0
1.000000E2	1.096859E1	-2.831318E-3	5.222703E0
1.010000E2	1.096338E1	-2.831318E-3	5.183818E0
1.020000E2	1.095817E1	-2.831318E-3	6.214427E0
1.030000E2	1.095297E1	-2.831318E-3	6.225507E0
1.040000E2	1.094776E1	-2.831318E-3	7.135246E0
1.050000E2	1.094255E1	-2.831318E-3	5.964316E0
1.060000E2	1.093734E1	-2.831318E-3	4.979857E0
1.070000E2	1.093214E1	-2.831318E-3	5.413959E0
1.080000E2	1.092693E1	-2.831318E-3	5.386166E0
1.090000E2	1.092172E1	-2.831318E-3	5.403212E0
1.100000E2	1.091651E1	-2.831318E-3	6.924159E0
1.110000E2	1.091130E1	-2.831318E-3	5.146140E0
1.120000E2	1.090610E1	-2.831318E-3	5.294434E0
1.130000E2	1.090089E1	-2.831318E-3	4.566946E0
1.140000E2	1.089568E1	-2.831318E-3	4.556473E0
1.150000E2	1.089047E1	-2.831318E-3	5.458507E0
1.160000E2	1.088527E1	-2.831318E-3	4.315866E0
1.170000E2	1.088006E1	-2.831318E-3	4.352660E0
1.180000E2	1.087485E1	-2.831318E-3	5.515786E0
1.190000E2	1.086964E1	-2.831318E-3	5.718415E0
1.200000E2	1.086444E1	-2.831318E-3	5.520789E0
1.210000E2	1.085923E1	-2.831318E-3	5.388063E0
1.220000E2	1.085402E1	-2.831318E-3	6.020024E0
1.230000E2	1.084881E1	-2.831318E-3	5.814615E0
1.240000E2	1.084361E1	-2.831318E-3	5.459334E0
1.250000E2	1.083840E1	-2.831318E-3	5.515596E0
1.260000E2	1.083319E1	-2.831318E-3	5.237542E0
1.270000E2	1.082798E1	-2.831318E-3	5.422650E0
1.280000E2	1.082278E1	-2.831318E-3	5.893417E0
1.290000E2	1.081757E1	-2.831318E-3	4.872175E0
1.300000E2	1.081236E1	-2.831318E-3	5.039514E0
1.310000E2	1.080715E1	-2.831318E-3	4.797704E0
1.320000E2	1.080195E1	-2.831318E-3	4.296069E0
1.330000E2	1.079674E1	-2.831318E-3	4.599373E0
1.340000E2	1.079153E1	-2.831318E-3	5.352898E0
1.350000E2	1.078632E1	-2.831318E-3	6.236594E0
1.360000E2	1.078112E1	-2.831318E-3	5.921500E0
1.370000E2	1.077591E1	-2.831318E-3	5.837612E0
1.380000E2	1.077070E1	-2.831318E-3	4.598169E0
1.390000E2	1.076549E1	-2.831318E-3	3.972626E0
1.400000E2	1.076029E1	-2.831318E-3	3.839739E0
1.410000E2	1.075508E1	-2.831318E-3	4.524822E0
1.420000E2	1.074987E1	-2.831318E-3	5.580985E0
1.430000E2	1.074466E1	-2.831318E-3	5.529738E0
1.440000E2	1.073946E1	-2.831318E-3	5.080274E0
1.450000E2	1.073425E1	-2.831318E-3	4.862793E0
1.460000E2	1.072904E1	-2.831318E-3	5.341219E0
1.470000E2	1.072383E1	-2.831318E-3	5.072826E0
1.480000E2	1.071863E1	-2.831318E-3	4.201551E0
1.490000E2	1.071342E1	-2.831318E-3	5.266894E0
1.500000E2	1.070821E1	-2.831318E-3	5.657028E0
1.510000E2	1.070300E1	-2.831318E-3	4.955558E0
1.520000E2	1.069780E1	-2.831318E-3	4.862408E0
1.530000E2	1.069259E1	-2.831318E-3	5.329652E0
1.540000E2	1.068738E1	-2.831318E-3	4.904242E0
1.550000E2	1.068217E1	-2.831318E-3	5.122270E0
1.560000E2	1.067697E1	-2.831318E-3	5.381871E0
1.570000E2	1.067176E1	-2.831318E-3	4.649628E0
1.580000E2	1.066655E1	-2.831318E-3	4.524458E0
1.590000E2	1.066134E1	-2.831318E-3	4.123042E0
1.600000E2	1.065614E1	-2.831318E-3	4.230626E0
1.610000E2	1.065093E1	-2.831318E-3	4.639301E0
