"event","experiment time","system time","system time text"
"START",0.000000000E0,1738789161.452,"2025-02-05 15:59:21.452 UTC-05:00"
"PAUSE",2.197048118E1,1738789183.423,"2025-02-05 15:59:43.423 UTC-05:00"
