"event","experiment time","system time","system time text"
"START",0.000000000E0,1738791078.812,"2025-02-05 16:31:18.812 UTC-05:00"
"PAUSE",1.224943188E1,1738791091.061,"2025-02-05 16:31:31.061 UTC-05:00"
