"event","experiment time","system time","system time text"
"START",0.000000000E0,1738790221.749,"2025-02-05 16:17:01.749 UTC-05:00"
"PAUSE",1.179580692E1,1738790233.545,"2025-02-05 16:17:13.545 UTC-05:00"
