"event","experiment time","system time","system time text"
"START",0.000000000E0,1738788711.394,"2025-02-05 15:51:51.394 UTC-05:00"
"PAUSE",1.501616026E1,1738788726.410,"2025-02-05 15:52:06.410 UTC-05:00"
