"event","experiment time","system time","system time text"
"START",0.000000000E0,1738791335.815,"2025-02-05 16:35:35.815 UTC-05:00"
"PAUSE",1.690037357E1,1738791352.716,"2025-02-05 16:35:52.716 UTC-05:00"
