"event","experiment time","system time","system time text"
"START",0.000000000E0,1738791034.421,"2025-02-05 16:30:34.421 UTC-05:00"
"PAUSE",1.411675761E1,1738791048.537,"2025-02-05 16:30:48.537 UTC-05:00"
