"event","experiment time","system time","system time text"
"START",0.000000000E0,1738792008.025,"2025-02-05 16:46:48.025 UTC-05:00"
"PAUSE",1.222822465E1,1738792020.253,"2025-02-05 16:47:00.253 UTC-05:00"
