"event","experiment time","system time","system time text"
"START",0.000000000E0,1738790923.258,"2025-02-05 16:28:43.258 UTC-05:00"
"PAUSE",1.399516364E1,1738790937.253,"2025-02-05 16:28:57.253 UTC-05:00"
