"event","experiment time","system time","system time text"
"START",0.000000000E0,1738791857.811,"2025-02-05 16:44:17.811 UTC-05:00"
"PAUSE",1.988099641E1,1738791877.692,"2025-02-05 16:44:37.692 UTC-05:00"
