	profile_A
n	x	y	luma
0.000000E0	1.028886E1	3.031102E-1	5.256912E0
1.000000E0	1.028405E1	3.031102E-1	5.320392E0
2.000000E0	1.027925E1	3.031102E-1	4.681140E0
3.000000E0	1.027445E1	3.031102E-1	4.808519E0
4.000000E0	1.026964E1	3.031102E-1	4.832873E0
5.000000E0	1.026484E1	3.031102E-1	4.774053E0
6.000000E0	1.026003E1	3.031102E-1	4.579696E0
7.000000E0	1.025523E1	3.031102E-1	4.309170E0
8.000000E0	1.025043E1	3.031102E-1	4.376035E0
9.000000E0	1.024562E1	3.031102E-1	4.169041E0
1.000000E1	1.024082E1	3.031102E-1	3.976463E0
1.100000E1	1.023601E1	3.031102E-1	4.405036E0
1.200000E1	1.023121E1	3.031102E-1	4.004227E0
1.300000E1	1.022641E1	3.031102E-1	4.880538E0
1.400000E1	1.022160E1	3.031102E-1	4.394301E0
1.500000E1	1.021680E1	3.031102E-1	4.455442E0
1.600000E1	1.021199E1	3.031102E-1	4.862612E0
1.700000E1	1.020719E1	3.031102E-1	4.534343E0
1.800000E1	1.020238E1	3.031102E-1	3.966432E0
1.900000E1	1.019758E1	3.031102E-1	4.271320E0
2.000000E1	1.019278E1	3.031102E-1	4.614572E0
2.100000E1	1.018797E1	3.031102E-1	4.335780E0
2.200000E1	1.018317E1	3.031102E-1	4.283767E0
2.300000E1	1.017836E1	3.031102E-1	4.640894E0
2.400000E1	1.017356E1	3.031102E-1	3.542052E0
2.500000E1	1.016876E1	3.031102E-1	3.814109E0
2.600000E1	1.016395E1	3.031102E-1	4.037898E0
2.700000E1	1.015915E1	3.031102E-1	3.653948E0
2.800000E1	1.015434E1	3.031102E-1	4.184546E0
2.900000E1	1.014954E1	3.031102E-1	4.811704E0
3.000000E1	1.014473E1	3.031102E-1	4.042048E0
3.100000E1	1.013993E1	3.031102E-1	3.602385E0
3.200000E1	1.013513E1	3.031102E-1	4.024147E0
3.300000E1	1.013032E1	3.031102E-1	3.900935E0
