	profile_A
n	x	y	luma
6.300000E1	7.371907E0	3.206068E-1	4.908689E0
6.400000E1	7.367946E0	3.206068E-1	5.096255E0
6.500000E1	7.363984E0	3.206068E-1	4.124206E0
6.600000E1	7.360023E0	3.206068E-1	3.861388E0
6.700000E1	7.356062E0	3.206068E-1	4.585680E0
6.800000E1	7.352100E0	3.206068E-1	4.331980E0
6.900000E1	7.348139E0	3.206068E-1	4.173562E0
7.000000E1	7.344178E0	3.206068E-1	4.913587E0
7.100000E1	7.340216E0	3.206068E-1	4.128387E0
7.200000E1	7.336255E0	3.206068E-1	3.357173E0
7.300000E1	7.332294E0	3.206068E-1	4.510412E0
7.400000E1	7.328332E0	3.206068E-1	4.884494E0
7.500000E1	7.324371E0	3.206068E-1	4.641930E0
7.600000E1	7.320410E0	3.206068E-1	4.418071E0
7.700000E1	7.316448E0	3.206068E-1	3.998402E0
7.800000E1	7.312487E0	3.206068E-1	4.142590E0
7.900000E1	7.308526E0	3.206068E-1	3.767352E0
8.000000E1	7.304564E0	3.206068E-1	3.377464E0
8.100000E1	7.300603E0	3.206068E-1	3.987434E0
8.200000E1	7.296642E0	3.206068E-1	4.693869E0
8.300000E1	7.292680E0	3.206068E-1	4.514448E0
8.400000E1	7.288719E0	3.206068E-1	4.415665E0
8.500000E1	7.284757E0	3.206068E-1	5.291637E0
8.600000E1	7.280796E0	3.206068E-1	5.074808E0
8.700000E1	7.276835E0	3.206068E-1	4.474218E0
8.800000E1	7.272873E0	3.206068E-1	4.694372E0
8.900000E1	7.268912E0	3.206068E-1	3.819949E0
9.000000E1	7.264951E0	3.206068E-1	4.383324E0
9.100000E1	7.260989E0	3.206068E-1	4.768149E0
9.200000E1	7.257028E0	3.206068E-1	4.403170E0
9.300000E1	7.253067E0	3.206068E-1	4.988435E0
9.400000E1	7.249105E0	3.206068E-1	4.403053E0
9.500000E1	7.245144E0	3.206068E-1	4.588307E0
9.600000E1	7.241183E0	3.206068E-1	4.141023E0
9.700000E1	7.237221E0	3.206068E-1	4.800033E0
9.800000E1	7.233260E0	3.206068E-1	4.528435E0
9.900000E1	7.229299E0	3.206068E-1	3.858369E0
1.000000E2	7.225337E0	3.206068E-1	4.430822E0
1.010000E2	7.221376E0	3.206068E-1	4.803062E0
1.020000E2	7.217414E0	3.206068E-1	4.635724E0
1.030000E2	7.213453E0	3.206068E-1	4.797317E0
1.040000E2	7.209492E0	3.206068E-1	4.487549E0
1.050000E2	7.205530E0	3.206068E-1	4.069152E0
1.060000E2	7.201569E0	3.206068E-1	4.375535E0
1.070000E2	7.197608E0	3.206068E-1	4.250808E0
1.080000E2	7.193646E0	3.206068E-1	4.635611E0
1.090000E2	7.189685E0	3.206068E-1	4.806439E0
1.100000E2	7.185724E0	3.206068E-1	4.662871E0
1.110000E2	7.181762E0	3.206068E-1	3.695180E0
1.120000E2	7.177801E0	3.206068E-1	3.669205E0
1.130000E2	7.173840E0	3.206068E-1	3.895588E0
1.140000E2	7.169878E0	3.206068E-1	3.348689E0
1.150000E2	7.165917E0	3.206068E-1	2.929493E0
1.160000E2	7.161956E0	3.206068E-1	3.754278E0
1.170000E2	7.157994E0	3.206068E-1	5.335633E0
1.180000E2	7.154033E0	3.206068E-1	4.829118E0
1.190000E2	7.150072E0	3.206068E-1	4.696280E0
1.200000E2	7.146110E0	3.206068E-1	3.915721E0
1.210000E2	7.142149E0	3.206068E-1	4.957535E0
1.220000E2	7.138187E0	3.206068E-1	4.588269E0
1.230000E2	7.134226E0	3.206068E-1	4.408621E0
1.240000E2	7.130265E0	3.206068E-1	4.784406E0
1.250000E2	7.126303E0	3.206068E-1	4.400800E0
1.260000E2	7.122342E0	3.206068E-1	3.831752E0
1.270000E2	7.118381E0	3.206068E-1	4.084504E0
1.280000E2	7.114419E0	3.206068E-1	4.445601E0
1.290000E2	7.110458E0	3.206068E-1	4.791986E0
1.300000E2	7.106497E0	3.206068E-1	5.901393E0
1.310000E2	7.102535E0	3.206068E-1	4.990277E0
1.320000E2	7.098574E0	3.206068E-1	3.861059E0
1.330000E2	7.094613E0	3.206068E-1	3.772058E0
1.340000E2	7.090651E0	3.206068E-1	4.109062E0
1.350000E2	7.086690E0	3.206068E-1	3.558564E0
1.360000E2	7.082729E0	3.206068E-1	4.263791E0
1.370000E2	7.078767E0	3.206068E-1	4.615726E0
1.380000E2	7.074806E0	3.206068E-1	4.699379E0
1.390000E2	7.070845E0	3.206068E-1	4.361052E0
1.400000E2	7.066883E0	3.206068E-1	4.119622E0
1.410000E2	7.062922E0	3.206068E-1	4.156589E0
1.420000E2	7.058960E0	3.206068E-1	4.074591E0
1.430000E2	7.054999E0	3.206068E-1	4.756439E0
1.440000E2	7.051038E0	3.206068E-1	4.901226E0
1.450000E2	7.047076E0	3.206068E-1	5.321572E0
1.460000E2	7.043115E0	3.206068E-1	4.252065E0
1.470000E2	7.039154E0	3.206068E-1	3.608399E0
1.480000E2	7.035192E0	3.206068E-1	3.970323E0
1.490000E2	7.031231E0	3.206068E-1	4.276675E0
1.500000E2	7.027270E0	3.206068E-1	5.007526E0
1.510000E2	7.023308E0	3.206068E-1	4.628147E0
1.520000E2	7.019347E0	3.206068E-1	3.932385E0
1.530000E2	7.015386E0	3.206068E-1	3.844700E0
1.540000E2	7.011424E0	3.206068E-1	3.544613E0
1.550000E2	7.007463E0	3.206068E-1	3.445987E0
1.560000E2	7.003502E0	3.206068E-1	4.165222E0
1.570000E2	6.999540E0	3.206068E-1	4.943324E0
1.580000E2	6.995579E0	3.206068E-1	3.420716E0
1.590000E2	6.991617E0	3.206068E-1	4.048024E0
1.600000E2	6.987656E0	3.206068E-1	4.630517E0
1.610000E2	6.983695E0	3.206068E-1	5.085403E0
1.620000E2	6.979733E0	3.206068E-1	4.960116E0
1.630000E2	6.975772E0	3.206068E-1	4.522981E0
1.640000E2	6.971811E0	3.206068E-1	4.495590E0
1.650000E2	6.967849E0	3.206068E-1	3.382372E0
1.660000E2	6.963888E0	3.206068E-1	4.250054E0
1.670000E2	6.959927E0	3.206068E-1	3.975281E0
1.680000E2	6.955965E0	3.206068E-1	3.268271E0
1.690000E2	6.952004E0	3.206068E-1	3.605702E0
1.700000E2	6.948043E0	3.206068E-1	3.922429E0
1.710000E2	6.944081E0	3.206068E-1	3.674656E0
1.720000E2	6.940120E0	3.206068E-1	4.162742E0
1.730000E2	6.936159E0	3.206068E-1	4.258067E0
1.740000E2	6.932197E0	3.206068E-1	4.297848E0
1.750000E2	6.928236E0	3.206068E-1	3.571698E0
1.760000E2	6.924275E0	3.206068E-1	4.971436E0
1.770000E2	6.920313E0	3.206068E-1	3.903114E0
1.780000E2	6.916352E0	3.206068E-1	3.906548E0
1.790000E2	6.912390E0	3.206068E-1	4.069651E0
1.800000E2	6.908429E0	3.206068E-1	5.058170E0
1.810000E2	6.904468E0	3.206068E-1	5.067695E0
1.820000E2	6.900506E0	3.206068E-1	4.847707E0
1.830000E2	6.896545E0	3.206068E-1	3.786161E0
1.840000E2	6.892584E0	3.206068E-1	4.918915E0
1.850000E2	6.888622E0	3.206068E-1	4.569640E0
1.860000E2	6.884661E0	3.206068E-1	4.732265E0
1.870000E2	6.880700E0	3.206068E-1	4.701730E0
1.880000E2	6.876738E0	3.206068E-1	5.247415E0
1.890000E2	6.872777E0	3.206068E-1	5.261782E0
1.900000E2	6.868816E0	3.206068E-1	5.880072E0
1.910000E2	6.864854E0	3.206068E-1	5.033985E0
1.920000E2	6.860893E0	3.206068E-1	4.495282E0
1.930000E2	6.856932E0	3.206068E-1	5.564965E0
1.940000E2	6.852970E0	3.206068E-1	4.720316E0
1.950000E2	6.849009E0	3.206068E-1	4.635279E0
1.960000E2	6.845048E0	3.206068E-1	4.410846E0
1.970000E2	6.841086E0	3.206068E-1	4.776923E0
1.980000E2	6.837125E0	3.206068E-1	3.992740E0
1.990000E2	6.833163E0	3.206068E-1	4.351873E0
2.000000E2	6.829202E0	3.206068E-1	4.358511E0
2.010000E2	6.825241E0	3.206068E-1	5.100056E0
2.020000E2	6.821279E0	3.206068E-1	4.559995E0
2.030000E2	6.817318E0	3.206068E-1	4.565483E0
2.040000E2	6.813357E0	3.206068E-1	4.877134E0
2.050000E2	6.809395E0	3.206068E-1	4.387747E0
2.060000E2	6.805434E0	3.206068E-1	5.230930E0
2.070000E2	6.801473E0	3.206068E-1	4.909639E0
2.080000E2	6.797511E0	3.206068E-1	4.586427E0
2.090000E2	6.793550E0	3.206068E-1	5.030385E0
2.100000E2	6.789589E0	3.206068E-1	4.937821E0
2.110000E2	6.785627E0	3.206068E-1	4.248557E0
2.120000E2	6.781666E0	3.206068E-1	4.133099E0
2.130000E2	6.777705E0	3.206068E-1	4.259806E0
2.140000E2	6.773743E0	3.206068E-1	4.509512E0
2.150000E2	6.769782E0	3.206068E-1	5.680493E0
2.160000E2	6.765820E0	3.206068E-1	4.787951E0
2.170000E2	6.761859E0	3.206068E-1	5.037991E0
2.180000E2	6.757898E0	3.206068E-1	4.929856E0
2.190000E2	6.753936E0	3.206068E-1	6.097754E0
2.200000E2	6.749975E0	3.206068E-1	5.957220E0
2.210000E2	6.746014E0	3.206068E-1	4.611049E0
2.220000E2	6.742052E0	3.206068E-1	4.885430E0
2.230000E2	6.738091E0	3.206068E-1	4.434597E0
2.240000E2	6.734130E0	3.206068E-1	4.765358E0
2.250000E2	6.730168E0	3.206068E-1	5.339830E0
2.260000E2	6.726207E0	3.206068E-1	5.144328E0
2.270000E2	6.722246E0	3.206068E-1	3.883560E0
2.280000E2	6.718284E0	3.206068E-1	3.714915E0
2.290000E2	6.714323E0	3.206068E-1	3.369122E0
2.300000E2	6.710362E0	3.206068E-1	3.856302E0
2.310000E2	6.706400E0	3.206068E-1	4.197514E0
2.320000E2	6.702439E0	3.206068E-1	4.697782E0
2.330000E2	6.698478E0	3.206068E-1	5.498614E0
2.340000E2	6.694516E0	3.206068E-1	5.578399E0
2.350000E2	6.690555E0	3.206068E-1	5.586544E0
2.360000E2	6.686593E0	3.206068E-1	4.344779E0
2.370000E2	6.682632E0	3.206068E-1	4.088704E0
2.380000E2	6.678671E0	3.206068E-1	4.251364E0
2.390000E2	6.674709E0	3.206068E-1	4.891657E0
2.400000E2	6.670748E0	3.206068E-1	4.388912E0
2.410000E2	6.666787E0	3.206068E-1	4.068680E0
2.420000E2	6.662825E0	3.206068E-1	4.905525E0
2.430000E2	6.658864E0	3.206068E-1	4.868253E0
2.440000E2	6.654903E0	3.206068E-1	4.914914E0
2.450000E2	6.650941E0	3.206068E-1	4.585215E0
2.460000E2	6.646980E0	3.206068E-1	4.642459E0
2.470000E2	6.643019E0	3.206068E-1	5.133354E0
2.480000E2	6.639057E0	3.206068E-1	5.101256E0
2.490000E2	6.635096E0	3.206068E-1	5.538259E0
2.500000E2	6.631135E0	3.206068E-1	5.327697E0
2.510000E2	6.627173E0	3.206068E-1	5.178474E0
2.520000E2	6.623212E0	3.206068E-1	4.857636E0
2.530000E2	6.619251E0	3.206068E-1	5.292885E0
2.540000E2	6.615289E0	3.206068E-1	4.530367E0
2.550000E2	6.611328E0	3.206068E-1	5.429184E0
2.560000E2	6.607366E0	3.206068E-1	4.348226E0
2.570000E2	6.603405E0	3.206068E-1	4.351338E0
2.580000E2	6.599444E0	3.206068E-1	5.343922E0
2.590000E2	6.595482E0	3.206068E-1	4.321123E0
2.600000E2	6.591521E0	3.206068E-1	4.177645E0
2.610000E2	6.587560E0	3.206068E-1	4.290182E0
2.620000E2	6.583598E0	3.206068E-1	3.658849E0
2.630000E2	6.579637E0	3.206068E-1	4.535256E0
2.640000E2	6.575676E0	3.206068E-1	4.236160E0
2.650000E2	6.571714E0	3.206068E-1	3.825723E0
2.660000E2	6.567753E0	3.206068E-1	3.840828E0
2.670000E2	6.563792E0	3.206068E-1	4.067683E0
2.680000E2	6.559830E0	3.206068E-1	5.448919E0
2.690000E2	6.555869E0	3.206068E-1	5.453981E0
2.700000E2	6.551908E0	3.206068E-1	5.139771E0
2.710000E2	6.547946E0	3.206068E-1	4.362013E0
2.720000E2	6.543985E0	3.206068E-1	5.621204E0
2.730000E2	6.540023E0	3.206068E-1	5.326305E0
2.740000E2	6.536062E0	3.206068E-1	4.743564E0
2.750000E2	6.532101E0	3.206068E-1	3.905737E0
2.760000E2	6.528139E0	3.206068E-1	4.496479E0
2.770000E2	6.524178E0	3.206068E-1	4.226108E0
2.780000E2	6.520217E0	3.206068E-1	4.502738E0
2.790000E2	6.516255E0	3.206068E-1	5.095042E0
2.800000E2	6.512294E0	3.206068E-1	5.092777E0
2.810000E2	6.508333E0	3.206068E-1	4.805128E0
2.820000E2	6.504371E0	3.206068E-1	5.297640E0
2.830000E2	6.500410E0	3.206068E-1	5.355346E0
2.840000E2	6.496449E0	3.206068E-1	5.504995E0
2.850000E2	6.492487E0	3.206068E-1	5.124259E0
2.860000E2	6.488526E0	3.206068E-1	5.166070E0
2.870000E2	6.484565E0	3.206068E-1	4.803884E0
2.880000E2	6.480603E0	3.206068E-1	4.559739E0
2.890000E2	6.476642E0	3.206068E-1	5.048156E0
2.900000E2	6.472681E0	3.206068E-1	4.453188E0
2.910000E2	6.468719E0	3.206068E-1	6.088870E0
2.920000E2	6.464758E0	3.206068E-1	6.459150E0
2.930000E2	6.460796E0	3.206068E-1	4.632726E0
2.940000E2	6.456835E0	3.206068E-1	4.890709E0
2.950000E2	6.452874E0	3.206068E-1	5.813173E0
2.960000E2	6.448912E0	3.206068E-1	5.993011E0
2.970000E2	6.444951E0	3.206068E-1	4.475773E0
2.980000E2	6.440990E0	3.206068E-1	4.032460E0
2.990000E2	6.437028E0	3.206068E-1	4.973702E0
3.000000E2	6.433067E0	3.206068E-1	5.250447E0
3.010000E2	6.429106E0	3.206068E-1	5.446115E0
3.020000E2	6.425144E0	3.206068E-1	4.728130E0
3.030000E2	6.421183E0	3.206068E-1	4.241294E0
3.040000E2	6.417222E0	3.206068E-1	4.360238E0
3.050000E2	6.413260E0	3.206068E-1	4.562429E0
3.060000E2	6.409299E0	3.206068E-1	5.624752E0
3.070000E2	6.405338E0	3.206068E-1	5.359928E0
3.080000E2	6.401376E0	3.206068E-1	5.369466E0
3.090000E2	6.397415E0	3.206068E-1	5.356968E0
3.100000E2	6.393454E0	3.206068E-1	5.577685E0
3.110000E2	6.389492E0	3.206068E-1	5.252124E0
3.120000E2	6.385531E0	3.206068E-1	5.453721E0
3.130000E2	6.381569E0	3.206068E-1	5.544732E0
3.140000E2	6.377608E0	3.206068E-1	5.140267E0
3.150000E2	6.373647E0	3.206068E-1	4.838167E0
3.160000E2	6.369685E0	3.206068E-1	4.486982E0
3.170000E2	6.365724E0	3.206068E-1	4.610976E0
3.180000E2	6.361763E0	3.206068E-1	5.224217E0
3.190000E2	6.357801E0	3.206068E-1	5.494983E0
3.200000E2	6.353840E0	3.206068E-1	5.404530E0
3.210000E2	6.349879E0	3.206068E-1	4.342362E0
3.220000E2	6.345917E0	3.206068E-1	4.326850E0
3.230000E2	6.341956E0	3.206068E-1	4.654469E0
3.240000E2	6.337995E0	3.206068E-1	4.717515E0
3.250000E2	6.334033E0	3.206068E-1	5.200953E0
3.260000E2	6.330072E0	3.206068E-1	5.670581E0
3.270000E2	6.326111E0	3.206068E-1	4.886629E0
3.280000E2	6.322149E0	3.206068E-1	4.827696E0
3.290000E2	6.318188E0	3.206068E-1	4.318640E0
3.300000E2	6.314226E0	3.206068E-1	4.023361E0
3.310000E2	6.310265E0	3.206068E-1	4.685788E0
3.320000E2	6.306304E0	3.206068E-1	5.220341E0
3.330000E2	6.302342E0	3.206068E-1	5.435314E0
3.340000E2	6.298381E0	3.206068E-1	5.501307E0
3.350000E2	6.294420E0	3.206068E-1	4.781476E0
3.360000E2	6.290458E0	3.206068E-1	5.245323E0
3.370000E2	6.286497E0	3.206068E-1	5.806151E0
3.380000E2	6.282536E0	3.206068E-1	5.588780E0
3.390000E2	6.278574E0	3.206068E-1	5.240690E0
3.400000E2	6.274613E0	3.206068E-1	3.863954E0
3.410000E2	6.270652E0	3.206068E-1	4.691943E0
3.420000E2	6.266690E0	3.206068E-1	5.849474E0
3.430000E2	6.262729E0	3.206068E-1	5.227314E0
3.440000E2	6.258768E0	3.206068E-1	3.899166E0
3.450000E2	6.254806E0	3.206068E-1	3.975683E0
3.460000E2	6.250845E0	3.206068E-1	4.686278E0
3.470000E2	6.246884E0	3.206068E-1	5.377717E0
3.480000E2	6.242922E0	3.206068E-1	4.126996E0
3.490000E2	6.238961E0	3.206068E-1	5.658075E0
3.500000E2	6.234999E0	3.206068E-1	5.834579E0
3.510000E2	6.231038E0	3.206068E-1	5.407981E0
3.520000E2	6.227077E0	3.206068E-1	5.579391E0
3.530000E2	6.223115E0	3.206068E-1	5.320633E0
3.540000E2	6.219154E0	3.206068E-1	5.810897E0
3.550000E2	6.215193E0	3.206068E-1	4.569413E0
3.560000E2	6.211231E0	3.206068E-1	4.983151E0
3.570000E2	6.207270E0	3.206068E-1	5.754440E0
3.580000E2	6.203309E0	3.206068E-1	4.570941E0
3.590000E2	6.199347E0	3.206068E-1	4.426947E0
3.600000E2	6.195386E0	3.206068E-1	5.869084E0
3.610000E2	6.191425E0	3.206068E-1	6.224519E0
3.620000E2	6.187463E0	3.206068E-1	5.298274E0
3.630000E2	6.183502E0	3.206068E-1	4.196837E0
3.640000E2	6.179541E0	3.206068E-1	4.839663E0
3.650000E2	6.175579E0	3.206068E-1	5.427453E0
3.660000E2	6.171618E0	3.206068E-1	4.900985E0
3.670000E2	6.167657E0	3.206068E-1	4.592161E0
3.680000E2	6.163695E0	3.206068E-1	4.484854E0
3.690000E2	6.159734E0	3.206068E-1	4.750022E0
3.700000E2	6.155772E0	3.206068E-1	4.748070E0
3.710000E2	6.151811E0	3.206068E-1	5.476818E0
3.720000E2	6.147850E0	3.206068E-1	5.049242E0
3.730000E2	6.143888E0	3.206068E-1	5.062933E0
3.740000E2	6.139927E0	3.206068E-1	5.718827E0
3.750000E2	6.135966E0	3.206068E-1	4.878999E0
3.760000E2	6.132004E0	3.206068E-1	5.530531E0
3.770000E2	6.128043E0	3.206068E-1	6.190377E0
3.780000E2	6.124082E0	3.206068E-1	6.525100E0
3.790000E2	6.120120E0	3.206068E-1	5.566153E0
3.800000E2	6.116159E0	3.206068E-1	4.935378E0
3.810000E2	6.112198E0	3.206068E-1	4.618425E0
3.820000E2	6.108236E0	3.206068E-1	4.317507E0
3.830000E2	6.104275E0	3.206068E-1	4.048415E0
3.840000E2	6.100314E0	3.206068E-1	4.618884E0
3.850000E2	6.096352E0	3.206068E-1	4.611582E0
3.860000E2	6.092391E0	3.206068E-1	4.726309E0
3.870000E2	6.088430E0	3.206068E-1	4.856126E0
3.880000E2	6.084468E0	3.206068E-1	5.429106E0
3.890000E2	6.080507E0	3.206068E-1	4.566733E0
3.900000E2	6.076545E0	3.206068E-1	4.233357E0
3.910000E2	6.072584E0	3.206068E-1	4.849418E0
3.920000E2	6.068623E0	3.206068E-1	5.278286E0
3.930000E2	6.064661E0	3.206068E-1	4.213147E0
3.940000E2	6.060700E0	3.206068E-1	4.350810E0
3.950000E2	6.056739E0	3.206068E-1	5.397583E0
3.960000E2	6.052777E0	3.206068E-1	6.490082E0
3.970000E2	6.048816E0	3.206068E-1	5.555633E0
3.980000E2	6.044855E0	3.206068E-1	5.135525E0
3.990000E2	6.040893E0	3.206068E-1	4.951888E0
4.000000E2	6.036932E0	3.206068E-1	4.243128E0
4.010000E2	6.032971E0	3.206068E-1	4.660197E0
4.020000E2	6.029009E0	3.206068E-1	5.465728E0
4.030000E2	6.025048E0	3.206068E-1	5.560044E0
4.040000E2	6.021087E0	3.206068E-1	5.187317E0
4.050000E2	6.017125E0	3.206068E-1	5.303258E0
4.060000E2	6.013164E0	3.206068E-1	5.143310E0
4.070000E2	6.009202E0	3.206068E-1	5.151555E0
4.080000E2	6.005241E0	3.206068E-1	5.469163E0
4.090000E2	6.001280E0	3.206068E-1	5.871822E0
4.100000E2	5.997318E0	3.206068E-1	5.673972E0
4.110000E2	5.993357E0	3.206068E-1	5.558032E0
4.120000E2	5.989396E0	3.206068E-1	5.535641E0
4.130000E2	5.985434E0	3.206068E-1	5.910464E0
4.140000E2	5.981473E0	3.206068E-1	5.281408E0
4.150000E2	5.977512E0	3.206068E-1	4.267626E0
4.160000E2	5.973550E0	3.206068E-1	5.273239E0
4.170000E2	5.969589E0	3.206068E-1	5.834370E0
4.180000E2	5.965628E0	3.206068E-1	5.050049E0
4.190000E2	5.961666E0	3.206068E-1	5.236296E0
4.200000E2	5.957705E0	3.206068E-1	5.320642E0
4.210000E2	5.953744E0	3.206068E-1	5.429727E0
4.220000E2	5.949782E0	3.206068E-1	5.481242E0
4.230000E2	5.945821E0	3.206068E-1	5.621535E0
4.240000E2	5.941860E0	3.206068E-1	5.449875E0
4.250000E2	5.937898E0	3.206068E-1	5.100074E0
4.260000E2	5.933937E0	3.206068E-1	4.720428E0
4.270000E2	5.929975E0	3.206068E-1	4.643412E0
4.280000E2	5.926014E0	3.206068E-1	5.134571E0
4.290000E2	5.922053E0	3.206068E-1	4.817419E0
4.300000E2	5.918091E0	3.206068E-1	5.548790E0
4.310000E2	5.914130E0	3.206068E-1	5.134795E0
4.320000E2	5.910169E0	3.206068E-1	5.537497E0
4.330000E2	5.906207E0	3.206068E-1	6.029842E0
4.340000E2	5.902246E0	3.206068E-1	5.248778E0
4.350000E2	5.898285E0	3.206068E-1	5.653394E0
4.360000E2	5.894323E0	3.206068E-1	4.711055E0
4.370000E2	5.890362E0	3.206068E-1	5.096599E0
4.380000E2	5.886401E0	3.206068E-1	5.201308E0
4.390000E2	5.882439E0	3.206068E-1	5.814094E0
4.400000E2	5.878478E0	3.206068E-1	5.944125E0
4.410000E2	5.874517E0	3.206068E-1	5.658263E0
4.420000E2	5.870555E0	3.206068E-1	4.967463E0
4.430000E2	5.866594E0	3.206068E-1	4.425950E0
4.440000E2	5.862633E0	3.206068E-1	5.929774E0
4.450000E2	5.858671E0	3.206068E-1	7.607645E0
4.460000E2	5.854710E0	3.206068E-1	6.006491E0
4.470000E2	5.850748E0	3.206068E-1	5.892533E0
4.480000E2	5.846787E0	3.206068E-1	5.778591E0
4.490000E2	5.842826E0	3.206068E-1	5.242974E0
4.500000E2	5.838864E0	3.206068E-1	5.767553E0
4.510000E2	5.834903E0	3.206068E-1	4.940447E0
4.520000E2	5.830942E0	3.206068E-1	5.616536E0
4.530000E2	5.826980E0	3.206068E-1	6.001873E0
4.540000E2	5.823019E0	3.206068E-1	6.498313E0
4.550000E2	5.819058E0	3.206068E-1	5.986595E0
4.560000E2	5.815096E0	3.206068E-1	6.162370E0
4.570000E2	5.811135E0	3.206068E-1	4.584135E0
4.580000E2	5.807174E0	3.206068E-1	4.358865E0
4.590000E2	5.803212E0	3.206068E-1	5.064190E0
4.600000E2	5.799251E0	3.206068E-1	5.464048E0
4.610000E2	5.795290E0	3.206068E-1	4.948798E0
4.620000E2	5.791328E0	3.206068E-1	5.881545E0
4.630000E2	5.787367E0	3.206068E-1	6.204680E0
4.640000E2	5.783405E0	3.206068E-1	6.917213E0
4.650000E2	5.779444E0	3.206068E-1	6.552417E0
4.660000E2	5.775483E0	3.206068E-1	5.889021E0
4.670000E2	5.771521E0	3.206068E-1	6.801659E0
4.680000E2	5.767560E0	3.206068E-1	7.351340E0
4.690000E2	5.763599E0	3.206068E-1	6.036429E0
4.700000E2	5.759637E0	3.206068E-1	7.073047E0
4.710000E2	5.755676E0	3.206068E-1	5.559244E0
4.720000E2	5.751715E0	3.206068E-1	6.120069E0
4.730000E2	5.747753E0	3.206068E-1	6.638095E0
4.740000E2	5.743792E0	3.206068E-1	6.007349E0
4.750000E2	5.739831E0	3.206068E-1	5.900781E0
4.760000E2	5.735869E0	3.206068E-1	5.228105E0
4.770000E2	5.731908E0	3.206068E-1	5.431742E0
4.780000E2	5.727947E0	3.206068E-1	5.836459E0
4.790000E2	5.723985E0	3.206068E-1	5.466390E0
4.800000E2	5.720024E0	3.206068E-1	5.717270E0
