	profile_A
n	x	y	luma
0.000000E0	7.889187E0	6.047479E-1	6.273957E0
1.000000E0	7.885498E0	6.047479E-1	6.979443E0
2.000000E0	7.881809E0	6.047479E-1	8.453913E0
3.000000E0	7.878119E0	6.047479E-1	8.030176E0
4.000000E0	7.874430E0	6.047479E-1	8.471160E0
5.000000E0	7.870741E0	6.047479E-1	7.690955E0
6.000000E0	7.867052E0	6.047479E-1	6.258352E0
7.000000E0	7.863363E0	6.047479E-1	6.033925E0
8.000000E0	7.859674E0	6.047479E-1	6.863821E0
9.000000E0	7.855984E0	6.047479E-1	6.843308E0
1.000000E1	7.852295E0	6.047479E-1	6.665348E0
1.100000E1	7.848606E0	6.047479E-1	6.366860E0
1.200000E1	7.844917E0	6.047479E-1	5.815592E0
1.300000E1	7.841228E0	6.047479E-1	6.225544E0
1.400000E1	7.837538E0	6.047479E-1	6.739867E0
1.500000E1	7.833849E0	6.047479E-1	7.161609E0
1.600000E1	7.830160E0	6.047479E-1	8.090946E0
1.700000E1	7.826471E0	6.047479E-1	6.534661E0
1.800000E1	7.822782E0	6.047479E-1	6.905793E0
1.900000E1	7.819092E0	6.047479E-1	6.894616E0
2.000000E1	7.815403E0	6.047479E-1	6.751400E0
2.100000E1	7.811714E0	6.047479E-1	8.398263E0
2.200000E1	7.808025E0	6.047479E-1	7.798103E0
2.300000E1	7.804336E0	6.047479E-1	8.045889E0
2.400000E1	7.800646E0	6.047479E-1	8.052249E0
2.500000E1	7.796957E0	6.047479E-1	8.428280E0
2.600000E1	7.793268E0	6.047479E-1	6.939342E0
2.700000E1	7.789579E0	6.047479E-1	7.741143E0
2.800000E1	7.785890E0	6.047479E-1	7.645791E0
2.900000E1	7.782201E0	6.047479E-1	7.325089E0
3.000000E1	7.778511E0	6.047479E-1	6.411679E0
3.100000E1	7.774822E0	6.047479E-1	6.074761E0
3.200000E1	7.771133E0	6.047479E-1	5.895934E0
3.300000E1	7.767444E0	6.047479E-1	6.974340E0
3.400000E1	7.763755E0	6.047479E-1	7.448460E0
3.500000E1	7.760065E0	6.047479E-1	8.138308E0
3.600000E1	7.756376E0	6.047479E-1	7.357550E0
3.700000E1	7.752687E0	6.047479E-1	6.873881E0
3.800000E1	7.748998E0	6.047479E-1	6.821423E0
3.900000E1	7.745309E0	6.047479E-1	5.602001E0
4.000000E1	7.741619E0	6.047479E-1	6.423302E0
4.100000E1	7.737930E0	6.047479E-1	6.554965E0
4.200000E1	7.734241E0	6.047479E-1	7.493983E0
4.300000E1	7.730552E0	6.047479E-1	7.872099E0
4.400000E1	7.726863E0	6.047479E-1	6.960656E0
4.500000E1	7.723173E0	6.047479E-1	8.250740E0
4.600000E1	7.719484E0	6.047479E-1	9.242179E0
4.700000E1	7.715795E0	6.047479E-1	6.464477E0
4.800000E1	7.712106E0	6.047479E-1	6.476141E0
4.900000E1	7.708417E0	6.047479E-1	7.319705E0
5.000000E1	7.704727E0	6.047479E-1	7.437941E0
5.100000E1	7.701038E0	6.047479E-1	7.717470E0
5.200000E1	7.697349E0	6.047479E-1	7.442737E0
5.300000E1	7.693660E0	6.047479E-1	7.623218E0
5.400000E1	7.689971E0	6.047479E-1	8.562694E0
5.500000E1	7.686282E0	6.047479E-1	7.823459E0
5.600000E1	7.682592E0	6.047479E-1	6.756728E0
5.700000E1	7.678903E0	6.047479E-1	6.685463E0
5.800000E1	7.675214E0	6.047479E-1	6.077489E0
5.900000E1	7.671525E0	6.047479E-1	7.615632E0
6.000000E1	7.667836E0	6.047479E-1	8.077625E0
6.100000E1	7.664146E0	6.047479E-1	7.303574E0
6.200000E1	7.660457E0	6.047479E-1	6.325241E0
6.300000E1	7.656768E0	6.047479E-1	6.367916E0
6.400000E1	7.653079E0	6.047479E-1	7.039124E0
6.500000E1	7.649390E0	6.047479E-1	7.887378E0
6.600000E1	7.645700E0	6.047479E-1	6.732533E0
6.700000E1	7.642011E0	6.047479E-1	6.321678E0
