"event","experiment time","system time","system time text"
"START",0.000000000E0,1738792137.135,"2025-02-05 16:48:57.135 UTC-05:00"
"PAUSE",1.187285311E1,1738792149.008,"2025-02-05 16:49:09.008 UTC-05:00"
