"event","experiment time","system time","system time text"
"START",0.000000000E0,1738792261.067,"2025-02-05 16:51:01.067 UTC-05:00"
"PAUSE",1.741220995E1,1738792278.479,"2025-02-05 16:51:18.479 UTC-05:00"
