	profile_A
n,x,luma
1.630000E2,2.047231E1,6.725216E0
1.640000E2,2.046164E1,7.496284E0
1.650000E2,2.045096E1,8.231548E0
1.660000E2,2.044028E1,7.175312E0
1.670000E2,2.042961E1,6.024887E0
1.680000E2,2.041893E1,8.434898E0
1.690000E2,2.040825E1,6.678411E0
1.700000E2,2.039758E1,5.246622E0
1.710000E2,2.038690E1,4.731164E0
1.720000E2,2.037622E1,5.319500E0
1.730000E2,2.036555E1,6.091680E0
1.740000E2,2.035487E1,6.989447E0
1.750000E2,2.034419E1,5.612216E0
1.760000E2,2.033352E1,5.835202E0
1.770000E2,2.032284E1,5.894325E0
1.780000E2,2.031216E1,7.780948E0
1.790000E2,2.030149E1,8.212955E0
1.800000E2,2.029081E1,7.374915E0
1.810000E2,2.028013E1,5.316796E0
1.820000E2,2.026946E1,5.161652E0
1.830000E2,2.025878E1,4.898261E0
1.840000E2,2.024810E1,4.758339E0
1.850000E2,2.023743E1,6.543137E0
1.860000E2,2.022675E1,7.022688E0
1.870000E2,2.021607E1,6.064162E0
1.880000E2,2.020540E1,4.510092E0
1.890000E2,2.019472E1,4.922761E0
1.900000E2,2.018404E1,6.564952E0
1.910000E2,2.017337E1,5.511844E0
1.920000E2,2.016269E1,5.131763E0
1.930000E2,2.015201E1,6.736455E0
1.940000E2,2.014134E1,4.795119E0
1.950000E2,2.013066E1,4.759900E0
1.960000E2,2.011999E1,6.841708E0
1.970000E2,2.010931E1,6.569854E0
1.980000E2,2.009863E1,6.414303E0
1.990000E2,2.008796E1,5.954845E0
2.000000E2,2.007728E1,6.239491E0
2.010000E2,2.006660E1,6.855506E0
2.020000E2,2.005593E1,6.109957E0
2.030000E2,2.004525E1,6.613790E0
2.040000E2,2.003457E1,6.337820E0
2.050000E2,2.002390E1,6.423213E0
2.060000E2,2.001322E1,6.509146E0
2.070000E2,2.000254E1,6.809436E0
2.080000E2,1.999187E1,6.468049E0
2.090000E2,1.998119E1,5.101790E0
2.100000E2,1.997051E1,5.702638E0
2.110000E2,1.995984E1,4.933941E0
2.120000E2,1.994916E1,6.023904E0
2.130000E2,1.993848E1,5.349340E0
2.140000E2,1.992781E1,4.891772E0
2.150000E2,1.991713E1,5.948250E0
2.160000E2,1.990645E1,6.883992E0
2.170000E2,1.989578E1,6.877207E0
2.180000E2,1.988510E1,6.849408E0
2.190000E2,1.987442E1,7.621964E0
2.200000E2,1.986375E1,7.038708E0
2.210000E2,1.985307E1,6.784556E0
2.220000E2,1.984239E1,5.683991E0
2.230000E2,1.983172E1,5.121382E0
2.240000E2,1.982104E1,6.005493E0
2.250000E2,1.981036E1,8.147828E0
2.260000E2,1.979969E1,7.415584E0
2.270000E2,1.978901E1,6.641342E0
2.280000E2,1.977833E1,7.782307E0
2.290000E2,1.976766E1,7.981905E0
2.300000E2,1.975698E1,7.607483E0
2.310000E2,1.974630E1,7.706657E0
2.320000E2,1.973563E1,6.415545E0
2.330000E2,1.972495E1,6.218518E0
2.340000E2,1.971427E1,7.521044E0
2.350000E2,1.970360E1,7.675950E0
2.360000E2,1.969292E1,6.610227E0
2.370000E2,1.968224E1,6.648153E0
2.380000E2,1.967157E1,7.704429E0
2.390000E2,1.966089E1,9.174571E0
2.400000E2,1.965021E1,8.983917E0
2.410000E2,1.963954E1,9.468418E0
2.420000E2,1.962886E1,9.307863E0
2.430000E2,1.961818E1,8.088327E0
2.440000E2,1.960751E1,8.007533E0
2.450000E2,1.959683E1,7.920783E0
2.460000E2,1.958615E1,7.495406E0
2.470000E2,1.957548E1,7.436085E0
2.480000E2,1.956480E1,6.789435E0
2.490000E2,1.955412E1,7.176275E0
2.500000E2,1.954345E1,8.392194E0
2.510000E2,1.953277E1,8.960405E0
2.520000E2,1.952209E1,9.089493E0
2.530000E2,1.951142E1,8.083158E0
2.540000E2,1.950074E1,6.986474E0
2.550000E2,1.949007E1,7.551275E0
2.560000E2,1.947939E1,8.557771E0
2.570000E2,1.946871E1,7.656284E0
2.580000E2,1.945804E1,7.841143E0
2.590000E2,1.944736E1,8.245840E0
2.600000E2,1.943668E1,8.913150E0
2.610000E2,1.942601E1,8.005075E0
2.620000E2,1.941533E1,5.126146E0
2.630000E2,1.940465E1,7.088297E0
2.640000E2,1.939398E1,7.480216E0
2.650000E2,1.938330E1,7.747659E0
2.660000E2,1.937262E1,7.820136E0
2.670000E2,1.936195E1,7.455927E0
2.680000E2,1.935127E1,8.807121E0
2.690000E2,1.934059E1,8.734656E0
2.700000E2,1.932992E1,7.513125E0
2.710000E2,1.931924E1,7.267568E0
2.720000E2,1.930856E1,6.832969E0
2.730000E2,1.929789E1,6.309372E0
2.740000E2,1.928721E1,8.356840E0
2.750000E2,1.927653E1,8.418161E0
2.760000E2,1.926586E1,7.759448E0
2.770000E2,1.925518E1,8.000401E0
2.780000E2,1.924450E1,8.031592E0
2.790000E2,1.923383E1,8.929997E0
2.800000E2,1.922315E1,1.025084E1
2.810000E2,1.921247E1,9.825877E0
2.820000E2,1.920180E1,9.601581E0
2.830000E2,1.919112E1,8.253930E0
2.840000E2,1.918044E1,8.717425E0
2.850000E2,1.916977E1,9.243470E0
2.860000E2,1.915909E1,7.939675E0
2.870000E2,1.914841E1,7.429276E0
2.880000E2,1.913774E1,7.725936E0
2.890000E2,1.912706E1,8.163269E0
2.900000E2,1.911638E1,9.220446E0
2.910000E2,1.910571E1,8.253259E0
2.920000E2,1.909503E1,9.591864E0
2.930000E2,1.908435E1,9.794206E0
2.940000E2,1.907368E1,1.034261E1
2.950000E2,1.906300E1,1.006135E1
2.960000E2,1.905232E1,8.915368E0
2.970000E2,1.904165E1,9.215482E0
2.980000E2,1.903097E1,9.261463E0
2.990000E2,1.902029E1,1.004915E1
3.000000E2,1.900962E1,9.575773E0
3.010000E2,1.899894E1,8.432801E0
3.020000E2,1.898826E1,7.348349E0
3.030000E2,1.897759E1,8.778048E0
3.040000E2,1.896691E1,9.059775E0
3.050000E2,1.895623E1,9.198223E0
3.060000E2,1.894556E1,9.201735E0
3.070000E2,1.893488E1,8.125717E0
3.080000E2,1.892420E1,8.657342E0
3.090000E2,1.891353E1,8.994916E0
3.100000E2,1.890285E1,8.300399E0
3.110000E2,1.889217E1,8.675873E0
3.120000E2,1.888150E1,9.380242E0
3.130000E2,1.887082E1,9.251643E0
3.140000E2,1.886015E1,8.792172E0
3.150000E2,1.884947E1,8.646825E0
3.160000E2,1.883879E1,9.865195E0
3.170000E2,1.882812E1,8.858311E0
3.180000E2,1.881744E1,8.360445E0
3.190000E2,1.880676E1,8.701084E0
3.200000E2,1.879609E1,1.009171E1
3.210000E2,1.878541E1,9.941904E0
3.220000E2,1.877473E1,9.744319E0
3.230000E2,1.876406E1,1.140018E1
3.240000E2,1.875338E1,1.197020E1
3.250000E2,1.874270E1,1.128305E1
3.260000E2,1.873203E1,8.946324E0
3.270000E2,1.872135E1,9.219557E0
3.280000E2,1.871067E1,9.051634E0
3.290000E2,1.870000E1,8.786227E0
3.300000E2,1.868932E1,9.791280E0
3.310000E2,1.867864E1,1.170160E1
3.320000E2,1.866797E1,1.141267E1
3.330000E2,1.865729E1,8.843605E0
3.340000E2,1.864661E1,1.055004E1
3.350000E2,1.863594E1,9.405233E0
3.360000E2,1.862526E1,9.395451E0
3.370000E2,1.861458E1,1.051052E1
3.380000E2,1.860391E1,9.853384E0
3.390000E2,1.859323E1,9.918736E0
3.400000E2,1.858255E1,9.169788E0
3.410000E2,1.857188E1,9.654480E0
3.420000E2,1.856120E1,9.736074E0
3.430000E2,1.855052E1,8.477452E0
3.440000E2,1.853985E1,8.763864E0
3.450000E2,1.852917E1,8.840474E0
3.460000E2,1.851849E1,8.043522E0
3.470000E2,1.850782E1,8.039572E0
3.480000E2,1.849714E1,8.667002E0
3.490000E2,1.848646E1,8.208725E0
3.500000E2,1.847579E1,7.858436E0
3.510000E2,1.846511E1,9.798666E0
3.520000E2,1.845443E1,8.827030E0
3.530000E2,1.844376E1,7.879616E0
3.540000E2,1.843308E1,8.748619E0
3.550000E2,1.842240E1,7.730931E0
3.560000E2,1.841173E1,7.055111E0
3.570000E2,1.840105E1,6.798542E0
3.580000E2,1.839037E1,7.779099E0
3.590000E2,1.837970E1,8.792222E0
3.600000E2,1.836902E1,9.864917E0
3.610000E2,1.835834E1,7.900225E0
3.620000E2,1.834767E1,7.204213E0
3.630000E2,1.833699E1,6.033250E0
3.640000E2,1.832631E1,5.748582E0
3.650000E2,1.831564E1,6.303620E0
3.660000E2,1.830496E1,8.107831E0
3.670000E2,1.829428E1,8.777601E0
3.680000E2,1.828361E1,8.318114E0
3.690000E2,1.827293E1,8.921211E0
3.700000E2,1.826225E1,8.016310E0
3.710000E2,1.825158E1,8.590798E0
3.720000E2,1.824090E1,8.593862E0
3.730000E2,1.823022E1,8.695632E0
3.740000E2,1.821955E1,6.925054E0
3.750000E2,1.820887E1,6.833898E0
3.760000E2,1.819820E1,7.819634E0
3.770000E2,1.818752E1,7.581085E0
3.780000E2,1.817684E1,8.226359E0
3.790000E2,1.816617E1,6.809301E0
3.800000E2,1.815549E1,6.806075E0
3.810000E2,1.814481E1,6.677768E0
3.820000E2,1.813414E1,8.602388E0
3.830000E2,1.812346E1,9.271597E0
3.840000E2,1.811278E1,7.788336E0
3.850000E2,1.810211E1,8.442676E0
3.860000E2,1.809143E1,8.989487E0
3.870000E2,1.808075E1,9.417705E0
3.880000E2,1.807008E1,7.366288E0
3.890000E2,1.805940E1,8.842045E0
3.900000E2,1.804872E1,8.111553E0
3.910000E2,1.803805E1,7.575140E0
3.920000E2,1.802737E1,8.108366E0
3.930000E2,1.801669E1,7.101606E0
3.940000E2,1.800602E1,7.954953E0
3.950000E2,1.799534E1,9.002490E0
3.960000E2,1.798466E1,1.030521E1
3.970000E2,1.797399E1,8.912263E0
3.980000E2,1.796331E1,8.676776E0
3.990000E2,1.795263E1,8.032615E0
4.000000E2,1.794196E1,7.972617E0
4.010000E2,1.793128E1,9.171718E0
4.020000E2,1.792060E1,9.910917E0
4.030000E2,1.790993E1,1.029575E1
4.040000E2,1.789925E1,8.971392E0
4.050000E2,1.788857E1,8.103855E0
4.060000E2,1.787790E1,7.913880E0
4.070000E2,1.786722E1,9.118390E0
4.080000E2,1.785654E1,7.195099E0
4.090000E2,1.784587E1,7.002947E0
4.100000E2,1.783519E1,8.306261E0
4.110000E2,1.782451E1,9.726023E0
4.120000E2,1.781384E1,8.097606E0
4.130000E2,1.780316E1,7.806443E0
4.140000E2,1.779248E1,9.937948E0
4.150000E2,1.778181E1,9.891359E0
4.160000E2,1.777113E1,8.914051E0
4.170000E2,1.776045E1,8.007646E0
4.180000E2,1.774978E1,8.747801E0
4.190000E2,1.773910E1,7.783210E0
4.200000E2,1.772842E1,7.178099E0
4.210000E2,1.771775E1,9.210363E0
4.220000E2,1.770707E1,1.063179E1
4.230000E2,1.769639E1,9.061892E0
4.240000E2,1.768572E1,8.342570E0
4.250000E2,1.767504E1,9.787130E0
4.260000E2,1.766436E1,8.272696E0
4.270000E2,1.765369E1,8.776846E0
4.280000E2,1.764301E1,9.270003E0
4.290000E2,1.763233E1,8.690308E0
4.300000E2,1.762166E1,8.166639E0
4.310000E2,1.761098E1,8.580253E0
4.320000E2,1.760030E1,7.808696E0
4.330000E2,1.758963E1,8.166713E0
4.340000E2,1.757895E1,9.500046E0
4.350000E2,1.756828E1,9.883721E0
4.360000E2,1.755760E1,1.030059E1
4.370000E2,1.754692E1,8.861424E0
4.380000E2,1.753625E1,8.502339E0
4.390000E2,1.752557E1,8.661350E0
4.400000E2,1.751489E1,8.787973E0
4.410000E2,1.750422E1,1.003449E1
4.420000E2,1.749354E1,1.119630E1
4.430000E2,1.748286E1,1.063553E1
4.440000E2,1.747219E1,1.040579E1
4.450000E2,1.746151E1,1.070883E1
4.460000E2,1.745083E1,1.133808E1
4.470000E2,1.744016E1,1.088864E1
4.480000E2,1.742948E1,1.070426E1
4.490000E2,1.741880E1,1.110190E1
4.500000E2,1.740813E1,1.127141E1
4.510000E2,1.739745E1,1.138951E1
4.520000E2,1.738677E1,1.028691E1
4.530000E2,1.737610E1,1.080119E1
4.540000E2,1.736542E1,1.198901E1
4.550000E2,1.735474E1,8.612421E0
4.560000E2,1.734407E1,9.851676E0
4.570000E2,1.733339E1,1.054729E1
4.580000E2,1.732271E1,9.784469E0
4.590000E2,1.731204E1,1.008158E1
4.600000E2,1.730136E1,1.129791E1
4.610000E2,1.729068E1,1.355305E1
4.620000E2,1.728001E1,1.374447E1
4.630000E2,1.726933E1,1.121296E1
4.640000E2,1.725865E1,1.200596E1
4.650000E2,1.724798E1,1.217883E1
4.660000E2,1.723730E1,1.068186E1
4.670000E2,1.722662E1,9.687547E0
4.680000E2,1.721595E1,1.074972E1
4.690000E2,1.720527E1,1.111107E1
4.700000E2,1.719459E1,1.270898E1
4.710000E2,1.718392E1,1.328257E1
4.720000E2,1.717324E1,1.122415E1
4.730000E2,1.716256E1,9.881245E0
4.740000E2,1.715189E1,1.038417E1
4.750000E2,1.714121E1,9.594132E0
4.760000E2,1.713053E1,9.933313E0
4.770000E2,1.711986E1,1.121654E1
4.780000E2,1.710918E1,1.361841E1
4.790000E2,1.709850E1,1.360685E1
4.800000E2,1.708783E1,1.207193E1
4.810000E2,1.707715E1,1.176031E1
4.820000E2,1.706647E1,1.092778E1
4.830000E2,1.705580E1,1.102109E1
4.840000E2,1.704512E1,1.173732E1
4.850000E2,1.703444E1,1.153402E1
4.860000E2,1.702377E1,1.458472E1
4.870000E2,1.701309E1,1.476911E1
4.880000E2,1.700241E1,1.318752E1
4.890000E2,1.699174E1,1.460568E1
4.900000E2,1.698106E1,1.429391E1
4.910000E2,1.697038E1,1.364513E1
4.920000E2,1.695971E1,1.124273E1
4.930000E2,1.694903E1,1.103350E1
4.940000E2,1.693836E1,1.119784E1
4.950000E2,1.692768E1,1.065981E1
4.960000E2,1.691700E1,1.147939E1
4.970000E2,1.690633E1,1.286817E1
4.980000E2,1.689565E1,1.226035E1
4.990000E2,1.688497E1,1.055322E1
5.000000E2,1.687430E1,1.055422E1
5.010000E2,1.686362E1,1.070597E1
5.020000E2,1.685294E1,1.092352E1
5.030000E2,1.684227E1,1.111450E1
5.040000E2,1.683159E1,1.055116E1
5.050000E2,1.682091E1,1.076920E1
5.060000E2,1.681024E1,1.029105E1
5.070000E2,1.679956E1,1.282473E1
5.080000E2,1.678888E1,1.467537E1
5.090000E2,1.677821E1,1.536481E1
5.100000E2,1.676753E1,1.293443E1
5.110000E2,1.675685E1,1.353143E1
5.120000E2,1.674618E1,1.546413E1
5.130000E2,1.673550E1,1.487710E1
5.140000E2,1.672482E1,1.392900E1
5.150000E2,1.671415E1,1.425238E1
5.160000E2,1.670347E1,1.412838E1
5.170000E2,1.669279E1,1.279899E1
5.180000E2,1.668212E1,1.394109E1
5.190000E2,1.667144E1,1.577519E1
5.200000E2,1.666076E1,1.524215E1
5.210000E2,1.665009E1,1.502216E1
5.220000E2,1.663941E1,1.419922E1
5.230000E2,1.662873E1,1.514533E1
5.240000E2,1.661806E1,1.665349E1
5.250000E2,1.660738E1,1.609499E1
5.260000E2,1.659670E1,1.579023E1
5.270000E2,1.658603E1,1.676304E1
5.280000E2,1.657535E1,1.560004E1
5.290000E2,1.656467E1,1.518253E1
5.300000E2,1.655400E1,1.531440E1
5.310000E2,1.654332E1,1.564492E1
5.320000E2,1.653264E1,1.538910E1
5.330000E2,1.652197E1,1.495835E1
5.340000E2,1.651129E1,1.498633E1
5.350000E2,1.650061E1,1.455768E1
5.360000E2,1.648994E1,1.247102E1
5.370000E2,1.647926E1,1.354470E1
5.380000E2,1.646858E1,1.544341E1
5.390000E2,1.645791E1,1.333812E1
5.400000E2,1.644723E1,1.140434E1
5.410000E2,1.643655E1,1.251197E1
5.420000E2,1.642588E1,1.454800E1
5.430000E2,1.641520E1,1.566130E1
5.440000E2,1.640452E1,1.463022E1
5.450000E2,1.639385E1,1.430127E1
5.460000E2,1.638317E1,1.455479E1
5.470000E2,1.637249E1,1.407365E1
5.480000E2,1.636182E1,1.434918E1
5.490000E2,1.635114E1,1.439276E1
5.500000E2,1.634046E1,1.470171E1
5.510000E2,1.632979E1,1.391717E1
5.520000E2,1.631911E1,1.182672E1
5.530000E2,1.630844E1,1.342451E1
5.540000E2,1.629776E1,1.376965E1
5.550000E2,1.628708E1,1.314961E1
5.560000E2,1.627641E1,1.372684E1
5.570000E2,1.626573E1,1.480864E1
5.580000E2,1.625505E1,1.408191E1
5.590000E2,1.624438E1,1.534421E1
5.600000E2,1.623370E1,1.419842E1
5.610000E2,1.622302E1,1.426200E1
5.620000E2,1.621235E1,1.386328E1
5.630000E2,1.620167E1,1.424843E1
5.640000E2,1.619099E1,1.279529E1
5.650000E2,1.618032E1,1.319215E1
5.660000E2,1.616964E1,1.202746E1
5.670000E2,1.615896E1,1.345069E1
5.680000E2,1.614829E1,1.479091E1
5.690000E2,1.613761E1,1.421946E1
5.700000E2,1.612693E1,1.338802E1
5.710000E2,1.611626E1,1.392620E1
5.720000E2,1.610558E1,1.257910E1
5.730000E2,1.609490E1,1.289136E1
5.740000E2,1.608423E1,1.207440E1
5.750000E2,1.607355E1,1.275463E1
5.760000E2,1.606287E1,1.235223E1
5.770000E2,1.605220E1,1.062062E1
5.780000E2,1.604152E1,1.052696E1
5.790000E2,1.603084E1,1.105487E1
5.800000E2,1.602017E1,1.267681E1
5.810000E2,1.600949E1,1.098186E1
5.820000E2,1.599881E1,1.253078E1
5.830000E2,1.598814E1,1.049411E1
5.840000E2,1.597746E1,9.928577E0
5.850000E2,1.596678E1,1.025007E1
5.860000E2,1.595611E1,1.261572E1
5.870000E2,1.594543E1,1.499244E1
5.880000E2,1.593475E1,1.320782E1
5.890000E2,1.592408E1,1.223172E1
5.900000E2,1.591340E1,1.398909E1
5.910000E2,1.590272E1,1.207198E1
5.920000E2,1.589205E1,1.117876E1
5.930000E2,1.588137E1,1.207050E1
5.940000E2,1.587069E1,1.422350E1
5.950000E2,1.586002E1,1.322753E1
5.960000E2,1.584934E1,1.274146E1
5.970000E2,1.583866E1,1.002839E1
5.980000E2,1.582799E1,1.077180E1
5.990000E2,1.581731E1,1.223972E1
6.000000E2,1.580663E1,1.451738E1
6.010000E2,1.579596E1,1.240062E1
6.020000E2,1.578528E1,1.137380E1
6.030000E2,1.577460E1,9.613343E0
6.040000E2,1.576393E1,1.114574E1
6.050000E2,1.575325E1,1.262687E1
6.060000E2,1.574257E1,1.202307E1
6.070000E2,1.573190E1,1.172606E1
6.080000E2,1.572122E1,1.120406E1
6.090000E2,1.571054E1,1.241211E1
6.100000E2,1.569987E1,1.205549E1
6.110000E2,1.568919E1,1.348189E1
6.120000E2,1.567851E1,1.415692E1
6.130000E2,1.566784E1,1.216743E1
6.140000E2,1.565716E1,1.296414E1
6.150000E2,1.564649E1,1.087382E1
6.160000E2,1.563581E1,9.836338E0
6.170000E2,1.562513E1,1.044600E1
6.180000E2,1.561446E1,1.079660E1
6.190000E2,1.560378E1,1.046098E1
6.200000E2,1.559310E1,1.235382E1
6.210000E2,1.558243E1,1.199287E1
6.220000E2,1.557175E1,1.024911E1
6.230000E2,1.556107E1,9.498297E0
6.240000E2,1.555040E1,1.009142E1
6.250000E2,1.553972E1,1.155894E1
6.260000E2,1.552904E1,1.126152E1
6.270000E2,1.551837E1,1.149322E1
6.280000E2,1.550769E1,1.042261E1
6.290000E2,1.549701E1,1.034304E1
6.300000E2,1.548634E1,1.032519E1
6.310000E2,1.547566E1,1.153693E1
6.320000E2,1.546498E1,1.162931E1
6.330000E2,1.545431E1,1.028850E1
6.340000E2,1.544363E1,1.019980E1
6.350000E2,1.543295E1,9.920092E0
6.360000E2,1.542228E1,1.104481E1
6.370000E2,1.541160E1,1.151337E1
6.380000E2,1.540092E1,1.140733E1
6.390000E2,1.539025E1,1.214738E1
6.400000E2,1.537957E1,9.500550E0
6.410000E2,1.536889E1,8.545180E0
6.420000E2,1.535822E1,9.051715E0
6.430000E2,1.534754E1,9.979273E0
6.440000E2,1.533686E1,1.029497E1
6.450000E2,1.532619E1,1.153784E1
6.460000E2,1.531551E1,1.170076E1
6.470000E2,1.530483E1,1.249785E1
6.480000E2,1.529416E1,1.061738E1
6.490000E2,1.528348E1,1.088658E1
6.500000E2,1.527280E1,1.168458E1
6.510000E2,1.526213E1,1.062274E1
6.520000E2,1.525145E1,1.062415E1
6.530000E2,1.524077E1,1.113160E1
6.540000E2,1.523010E1,1.156461E1
6.550000E2,1.521942E1,1.025705E1
6.560000E2,1.520874E1,1.001454E1
6.570000E2,1.519807E1,1.206768E1
6.580000E2,1.518739E1,1.281779E1
6.590000E2,1.517671E1,1.250678E1
6.600000E2,1.516604E1,1.221404E1
6.610000E2,1.515536E1,1.197418E1
6.620000E2,1.514468E1,1.419114E1
6.630000E2,1.513401E1,1.408500E1
6.640000E2,1.512333E1,1.379860E1
