	profile_A
n,x,luma
6.900000E1,1.104909E1,5.496722E0
7.000000E1,1.104364E1,6.030621E0
7.100000E1,1.103819E1,5.361850E0
7.200000E1,1.103274E1,5.263399E0
7.300000E1,1.102729E1,6.335823E0
7.400000E1,1.102184E1,5.130894E0
7.500000E1,1.101639E1,6.561210E0
7.600000E1,1.101094E1,6.366441E0
7.700000E1,1.100549E1,5.036966E0
7.800000E1,1.100004E1,6.639694E0
7.900000E1,1.099459E1,6.845556E0
8.000000E1,1.098914E1,5.684763E0
8.100000E1,1.098369E1,5.320115E0
8.200000E1,1.097824E1,5.192789E0
8.300000E1,1.097279E1,5.732540E0
8.400000E1,1.096734E1,5.957536E0
8.500000E1,1.096189E1,5.359920E0
8.600000E1,1.095644E1,5.653898E0
8.700000E1,1.095100E1,6.120934E0
8.800000E1,1.094555E1,5.452467E0
8.900000E1,1.094010E1,5.570061E0
9.000000E1,1.093465E1,4.445221E0
9.100000E1,1.092920E1,6.049371E0
9.200000E1,1.092375E1,6.290648E0
9.300000E1,1.091830E1,6.046787E0
9.400000E1,1.091285E1,6.859007E0
9.500000E1,1.090740E1,6.836548E0
9.600000E1,1.090195E1,5.433473E0
9.700000E1,1.089650E1,4.638939E0
9.800000E1,1.089105E1,6.161273E0
9.900000E1,1.088560E1,7.550497E0
1.000000E2,1.088015E1,7.254031E0
1.010000E2,1.087470E1,6.342919E0
1.020000E2,1.086925E1,5.822541E0
1.030000E2,1.086380E1,5.236674E0
1.040000E2,1.085835E1,5.153049E0
1.050000E2,1.085290E1,6.822100E0
1.060000E2,1.084746E1,7.535012E0
1.070000E2,1.084201E1,6.244892E0
1.080000E2,1.083656E1,5.433139E0
1.090000E2,1.083111E1,5.748676E0
1.100000E2,1.082566E1,5.239701E0
1.110000E2,1.082021E1,5.837600E0
1.120000E2,1.081476E1,6.667937E0
1.130000E2,1.080931E1,6.709924E0
1.140000E2,1.080386E1,6.731632E0
1.150000E2,1.079841E1,6.962247E0
1.160000E2,1.079296E1,6.446105E0
1.170000E2,1.078751E1,5.341338E0
1.180000E2,1.078206E1,4.511965E0
1.190000E2,1.077661E1,4.719407E0
1.200000E2,1.077116E1,5.037774E0
1.210000E2,1.076571E1,5.315102E0
1.220000E2,1.076026E1,6.393848E0
1.230000E2,1.075481E1,6.188791E0
1.240000E2,1.074936E1,4.884300E0
1.250000E2,1.074391E1,5.071573E0
1.260000E2,1.073847E1,6.297181E0
1.270000E2,1.073302E1,6.482183E0
1.280000E2,1.072757E1,6.068931E0
1.290000E2,1.072212E1,4.822700E0
1.300000E2,1.071667E1,4.201376E0
1.310000E2,1.071122E1,5.056476E0
1.320000E2,1.070577E1,5.250631E0
1.330000E2,1.070032E1,5.492879E0
1.340000E2,1.069487E1,5.370419E0
1.350000E2,1.068942E1,5.360152E0
1.360000E2,1.068397E1,3.900121E0
1.370000E2,1.067852E1,4.281717E0
1.380000E2,1.067307E1,4.693249E0
1.390000E2,1.066762E1,4.344192E0
1.400000E2,1.066217E1,4.098138E0
1.410000E2,1.065672E1,4.107478E0
1.420000E2,1.065127E1,4.160186E0
1.430000E2,1.064582E1,4.496907E0
1.440000E2,1.064037E1,5.356826E0
1.450000E2,1.063493E1,5.727282E0
1.460000E2,1.062948E1,6.307689E0
1.470000E2,1.062403E1,6.031836E0
1.480000E2,1.061858E1,4.255780E0
1.490000E2,1.061313E1,5.556697E0
1.500000E2,1.060768E1,5.456369E0
1.510000E2,1.060223E1,5.048181E0
1.520000E2,1.059678E1,5.439878E0
1.530000E2,1.059133E1,5.634323E0
1.540000E2,1.058588E1,6.552389E0
1.550000E2,1.058043E1,6.098865E0
1.560000E2,1.057498E1,6.510155E0
1.570000E2,1.056953E1,6.466999E0
1.580000E2,1.056408E1,6.809244E0
1.590000E2,1.055863E1,6.168226E0
1.600000E2,1.055318E1,5.478899E0
1.610000E2,1.054773E1,5.986147E0
1.620000E2,1.054228E1,5.400458E0
1.630000E2,1.053683E1,4.910947E0
1.640000E2,1.053138E1,5.317785E0
1.650000E2,1.052594E1,5.580309E0
1.660000E2,1.052049E1,6.901688E0
1.670000E2,1.051504E1,7.785784E0
1.680000E2,1.050959E1,6.666698E0
1.690000E2,1.050414E1,7.374282E0
1.700000E2,1.049869E1,7.637630E0
1.710000E2,1.049324E1,5.145873E0
1.720000E2,1.048779E1,4.298141E0
1.730000E2,1.048234E1,5.742892E0
1.740000E2,1.047689E1,6.730204E0
1.750000E2,1.047144E1,7.327740E0
1.760000E2,1.046599E1,6.415158E0
1.770000E2,1.046054E1,4.372807E0
1.780000E2,1.045509E1,5.740878E0
1.790000E2,1.044964E1,6.789881E0
1.800000E2,1.044419E1,5.349843E0
1.810000E2,1.043874E1,5.252835E0
1.820000E2,1.043329E1,6.918441E0
1.830000E2,1.042784E1,7.443040E0
1.840000E2,1.042240E1,8.049726E0
1.850000E2,1.041695E1,8.747442E0
1.860000E2,1.041150E1,8.084810E0
1.870000E2,1.040605E1,7.489823E0
1.880000E2,1.040060E1,5.747339E0
1.890000E2,1.039515E1,6.396809E0
1.900000E2,1.038970E1,7.671514E0
1.910000E2,1.038425E1,7.170600E0
1.920000E2,1.037880E1,6.732608E0
1.930000E2,1.037335E1,6.947500E0
1.940000E2,1.036790E1,7.664356E0
1.950000E2,1.036245E1,7.852705E0
1.960000E2,1.035700E1,6.806740E0
1.970000E2,1.035155E1,7.625927E0
1.980000E2,1.034610E1,7.418546E0
1.990000E2,1.034065E1,8.984998E0
2.000000E2,1.033520E1,8.168150E0
2.010000E2,1.032975E1,7.495807E0
2.020000E2,1.032430E1,8.531729E0
2.030000E2,1.031886E1,8.035542E0
2.040000E2,1.031341E1,7.125558E0
2.050000E2,1.030796E1,7.440943E0
2.060000E2,1.030251E1,9.637471E0
2.070000E2,1.029706E1,8.202451E0
2.080000E2,1.029161E1,8.894676E0
2.090000E2,1.028616E1,8.633088E0
2.100000E2,1.028071E1,8.929304E0
2.110000E2,1.027526E1,8.070968E0
2.120000E2,1.026981E1,7.916628E0
2.130000E2,1.026436E1,8.995277E0
2.140000E2,1.025891E1,8.144646E0
2.150000E2,1.025346E1,7.781251E0
2.160000E2,1.024801E1,8.960350E0
2.170000E2,1.024256E1,7.511283E0
2.180000E2,1.023711E1,7.051246E0
2.190000E2,1.023166E1,8.065847E0
2.200000E2,1.022621E1,7.794507E0
2.210000E2,1.022076E1,7.935635E0
2.220000E2,1.021531E1,8.517903E0
2.230000E2,1.020987E1,9.213698E0
2.240000E2,1.020442E1,9.402597E0
2.250000E2,1.019897E1,8.400042E0
2.260000E2,1.019352E1,7.949144E0
2.270000E2,1.018807E1,8.839734E0
2.280000E2,1.018262E1,8.178797E0
2.290000E2,1.017717E1,6.727491E0
2.300000E2,1.017172E1,6.411738E0
2.310000E2,1.016627E1,8.134759E0
2.320000E2,1.016082E1,8.273591E0
2.330000E2,1.015537E1,6.897191E0
2.340000E2,1.014992E1,7.413077E0
2.350000E2,1.014447E1,7.747878E0
2.360000E2,1.013902E1,7.581836E0
2.370000E2,1.013357E1,8.696138E0
2.380000E2,1.012812E1,9.496771E0
2.390000E2,1.012267E1,9.942637E0
2.400000E2,1.011722E1,8.875731E0
2.410000E2,1.011177E1,7.120176E0
2.420000E2,1.010633E1,7.670431E0
2.430000E2,1.010088E1,8.367411E0
2.440000E2,1.009543E1,8.423675E0
2.450000E2,1.008998E1,8.435061E0
2.460000E2,1.008453E1,8.846277E0
2.470000E2,1.007908E1,8.451988E0
2.480000E2,1.007363E1,7.416057E0
2.490000E2,1.006818E1,7.393356E0
2.500000E2,1.006273E1,8.135921E0
2.510000E2,1.005728E1,8.060348E0
2.520000E2,1.005183E1,8.138228E0
2.530000E2,1.004638E1,8.511370E0
2.540000E2,1.004093E1,7.532523E0
2.550000E2,1.003548E1,7.568945E0
2.560000E2,1.003003E1,8.061635E0
2.570000E2,1.002458E1,8.362429E0
2.580000E2,1.001913E1,8.020605E0
2.590000E2,1.001368E1,7.494167E0
2.600000E2,1.000823E1,7.470926E0
2.610000E2,1.000278E1,7.319371E0
2.620000E2,9.997335E0,7.267556E0
2.630000E2,9.991886E0,7.055893E0
2.640000E2,9.986436E0,7.128958E0
2.650000E2,9.980987E0,7.856994E0
2.660000E2,9.975538E0,7.863093E0
2.670000E2,9.970088E0,7.541289E0
2.680000E2,9.964639E0,7.388472E0
2.690000E2,9.959189E0,7.800855E0
2.700000E2,9.953740E0,8.262433E0
2.710000E2,9.948290E0,8.440796E0
2.720000E2,9.942841E0,9.357140E0
2.730000E2,9.937391E0,8.267181E0
2.740000E2,9.931942E0,6.460026E0
2.750000E2,9.926492E0,8.244023E0
2.760000E2,9.921043E0,7.955731E0
2.770000E2,9.915593E0,7.667542E0
2.780000E2,9.910144E0,7.373097E0
2.790000E2,9.904694E0,7.770476E0
2.800000E2,9.899245E0,8.943428E0
2.810000E2,9.893795E0,1.022930E1
2.820000E2,9.888346E0,9.450532E0
2.830000E2,9.882896E0,7.945219E0
2.840000E2,9.877447E0,9.042216E0
2.850000E2,9.871997E0,1.071494E1
2.860000E2,9.866548E0,1.003622E1
2.870000E2,9.861098E0,1.008380E1
2.880000E2,9.855649E0,1.005605E1
2.890000E2,9.850199E0,8.315798E0
2.900000E2,9.844750E0,8.430452E0
2.910000E2,9.839300E0,9.574173E0
2.920000E2,9.833851E0,8.706797E0
2.930000E2,9.828401E0,8.364031E0
2.940000E2,9.822952E0,8.493709E0
2.950000E2,9.817502E0,7.968672E0
2.960000E2,9.812053E0,7.704650E0
2.970000E2,9.806603E0,7.328132E0
2.980000E2,9.801154E0,7.823360E0
2.990000E2,9.795704E0,9.479920E0
3.000000E2,9.790255E0,1.100053E1
3.010000E2,9.784806E0,9.297363E0
3.020000E2,9.779356E0,8.855703E0
3.030000E2,9.773907E0,1.069866E1
3.040000E2,9.768457E0,1.058373E1
3.050000E2,9.763008E0,8.682584E0
3.060000E2,9.757558E0,8.482726E0
3.070000E2,9.752109E0,8.800223E0
3.080000E2,9.746659E0,1.008736E1
3.090000E2,9.741210E0,1.200699E1
3.100000E2,9.735760E0,1.055729E1
3.110000E2,9.730311E0,8.966448E0
3.120000E2,9.724861E0,9.147252E0
3.130000E2,9.719412E0,9.881250E0
3.140000E2,9.713962E0,1.119230E1
3.150000E2,9.708513E0,9.858853E0
3.160000E2,9.703063E0,8.586574E0
3.170000E2,9.697614E0,8.853146E0
3.180000E2,9.692164E0,8.603110E0
3.190000E2,9.686715E0,7.810257E0
3.200000E2,9.681265E0,7.642356E0
3.210000E2,9.675816E0,8.669151E0
3.220000E2,9.670366E0,8.352801E0
3.230000E2,9.664917E0,7.196207E0
3.240000E2,9.659467E0,7.370841E0
3.250000E2,9.654018E0,7.529791E0
3.260000E2,9.648568E0,8.812070E0
3.270000E2,9.643119E0,9.330868E0
3.280000E2,9.637669E0,9.456478E0
3.290000E2,9.632220E0,9.573517E0
3.300000E2,9.626770E0,9.604729E0
3.310000E2,9.621321E0,8.497982E0
3.320000E2,9.615871E0,7.166869E0
3.330000E2,9.610422E0,6.820944E0
3.340000E2,9.604973E0,7.764677E0
3.350000E2,9.599523E0,7.336106E0
3.360000E2,9.594074E0,8.422505E0
3.370000E2,9.588624E0,9.673727E0
3.380000E2,9.583175E0,9.687991E0
3.390000E2,9.577725E0,9.390496E0
3.400000E2,9.572276E0,8.490062E0
3.410000E2,9.566826E0,8.929555E0
3.420000E2,9.561377E0,8.842584E0
3.430000E2,9.555927E0,9.507352E0
3.440000E2,9.550478E0,8.638050E0
3.450000E2,9.545028E0,6.163581E0
3.460000E2,9.539579E0,6.105795E0
3.470000E2,9.534129E0,6.937350E0
3.480000E2,9.528680E0,8.002276E0
3.490000E2,9.523230E0,7.516191E0
3.500000E2,9.517781E0,6.143724E0
3.510000E2,9.512331E0,8.283848E0
3.520000E2,9.506882E0,9.617987E0
3.530000E2,9.501432E0,1.002658E1
3.540000E2,9.495983E0,9.758034E0
3.550000E2,9.490533E0,7.550375E0
3.560000E2,9.485084E0,8.144308E0
3.570000E2,9.479634E0,9.190159E0
3.580000E2,9.474185E0,1.045754E1
3.590000E2,9.468735E0,1.217749E1
3.600000E2,9.463286E0,1.158514E1
3.610000E2,9.457836E0,9.567721E0
3.620000E2,9.452387E0,1.054719E1
3.630000E2,9.446937E0,1.224715E1
3.640000E2,9.441488E0,1.143622E1
3.650000E2,9.436038E0,9.721200E0
3.660000E2,9.430589E0,9.790892E0
3.670000E2,9.425140E0,9.478588E0
3.680000E2,9.419690E0,8.139878E0
3.690000E2,9.414241E0,9.842971E0
3.700000E2,9.408791E0,9.404940E0
3.710000E2,9.403342E0,1.010656E1
3.720000E2,9.397892E0,1.063025E1
3.730000E2,9.392443E0,9.241955E0
3.740000E2,9.386993E0,9.198053E0
3.750000E2,9.381544E0,1.006009E1
3.760000E2,9.376094E0,1.009975E1
3.770000E2,9.370645E0,8.721333E0
3.780000E2,9.365195E0,1.000436E1
3.790000E2,9.359746E0,1.036885E1
3.800000E2,9.354296E0,9.109325E0
3.810000E2,9.348847E0,9.596460E0
3.820000E2,9.343397E0,9.837552E0
3.830000E2,9.337948E0,9.928386E0
3.840000E2,9.332498E0,1.001481E1
3.850000E2,9.327049E0,1.031707E1
3.860000E2,9.321599E0,1.109549E1
3.870000E2,9.316150E0,1.091718E1
3.880000E2,9.310700E0,9.898052E0
3.890000E2,9.305251E0,1.097769E1
3.900000E2,9.299801E0,1.153402E1
3.910000E2,9.294352E0,1.217612E1
3.920000E2,9.288902E0,1.262246E1
3.930000E2,9.283453E0,1.201762E1
3.940000E2,9.278003E0,1.044501E1
3.950000E2,9.272554E0,8.718814E0
3.960000E2,9.267104E0,9.849806E0
3.970000E2,9.261655E0,1.054428E1
3.980000E2,9.256205E0,1.157754E1
3.990000E2,9.250756E0,1.065095E1
4.000000E2,9.245306E0,9.240625E0
4.010000E2,9.239857E0,1.025892E1
4.020000E2,9.234408E0,1.028546E1
4.030000E2,9.228958E0,9.998315E0
4.040000E2,9.223509E0,8.616732E0
4.050000E2,9.218059E0,8.898003E0
4.060000E2,9.212610E0,9.909009E0
4.070000E2,9.207160E0,1.051745E1
4.080000E2,9.201711E0,1.063130E1
4.090000E2,9.196261E0,1.114040E1
4.100000E2,9.190812E0,1.253565E1
4.110000E2,9.185362E0,1.176502E1
4.120000E2,9.179913E0,1.072875E1
4.130000E2,9.174463E0,1.127098E1
4.140000E2,9.169014E0,1.213383E1
4.150000E2,9.163564E0,1.041627E1
4.160000E2,9.158115E0,1.003956E1
4.170000E2,9.152665E0,1.174055E1
4.180000E2,9.147216E0,1.172072E1
4.190000E2,9.141766E0,1.074456E1
4.200000E2,9.136317E0,1.073105E1
4.210000E2,9.130867E0,9.723845E0
4.220000E2,9.125418E0,1.039009E1
4.230000E2,9.119968E0,1.216329E1
4.240000E2,9.114519E0,1.213443E1
4.250000E2,9.109069E0,1.090129E1
4.260000E2,9.103620E0,1.064646E1
4.270000E2,9.098170E0,9.979243E0
4.280000E2,9.092721E0,9.439026E0
4.290000E2,9.087271E0,9.971405E0
4.300000E2,9.081822E0,1.010217E1
4.310000E2,9.076372E0,9.502274E0
4.320000E2,9.070923E0,8.298149E0
4.330000E2,9.065473E0,9.577484E0
4.340000E2,9.060024E0,1.110350E1
4.350000E2,9.054575E0,1.163779E1
4.360000E2,9.049125E0,1.143276E1
4.370000E2,9.043676E0,1.168255E1
4.380000E2,9.038226E0,1.160772E1
4.390000E2,9.032777E0,1.251363E1
4.400000E2,9.027327E0,1.320115E1
4.410000E2,9.021878E0,1.248321E1
4.420000E2,9.016428E0,1.009923E1
4.430000E2,9.010979E0,1.129187E1
4.440000E2,9.005529E0,1.069972E1
4.450000E2,9.000080E0,1.106633E1
4.460000E2,8.994630E0,1.159869E1
4.470000E2,8.989181E0,1.249181E1
4.480000E2,8.983731E0,1.251187E1
4.490000E2,8.978282E0,1.359465E1
4.500000E2,8.972832E0,1.283350E1
4.510000E2,8.967383E0,1.241797E1
4.520000E2,8.961933E0,1.240927E1
4.530000E2,8.956484E0,1.229425E1
4.540000E2,8.951034E0,1.342349E1
4.550000E2,8.945585E0,1.286673E1
4.560000E2,8.940135E0,1.095332E1
4.570000E2,8.934686E0,1.106280E1
4.580000E2,8.929236E0,1.191619E1
4.590000E2,8.923787E0,1.255439E1
4.600000E2,8.918337E0,1.122400E1
4.610000E2,8.912888E0,9.275286E0
4.620000E2,8.907438E0,9.948549E0
4.630000E2,8.901989E0,1.172615E1
4.640000E2,8.896539E0,1.210153E1
4.650000E2,8.891090E0,1.055347E1
4.660000E2,8.885640E0,1.132240E1
4.670000E2,8.880191E0,1.246263E1
4.680000E2,8.874742E0,1.271019E1
4.690000E2,8.869292E0,1.233629E1
4.700000E2,8.863843E0,1.124796E1
4.710000E2,8.858393E0,1.092002E1
4.720000E2,8.852944E0,1.128672E1
4.730000E2,8.847494E0,1.189258E1
4.740000E2,8.842045E0,9.727736E0
4.750000E2,8.836595E0,9.258704E0
4.760000E2,8.831146E0,1.042305E1
4.770000E2,8.825696E0,1.267731E1
4.780000E2,8.820247E0,1.275007E1
4.790000E2,8.814797E0,1.127403E1
4.800000E2,8.809348E0,1.011427E1
4.810000E2,8.803898E0,1.017473E1
4.820000E2,8.798449E0,1.036507E1
4.830000E2,8.792999E0,1.038475E1
4.840000E2,8.787550E0,1.085829E1
4.850000E2,8.782100E0,1.198483E1
4.860000E2,8.776651E0,1.175338E1
4.870000E2,8.771201E0,1.053882E1
4.880000E2,8.765752E0,9.986989E0
4.890000E2,8.760302E0,1.025695E1
4.900000E2,8.754853E0,9.427591E0
4.910000E2,8.749403E0,8.504644E0
4.920000E2,8.743954E0,9.298992E0
4.930000E2,8.738504E0,9.328794E0
4.940000E2,8.733055E0,8.066514E0
4.950000E2,8.727605E0,8.108229E0
4.960000E2,8.722156E0,9.570598E0
4.970000E2,8.716706E0,1.158677E1
4.980000E2,8.711257E0,1.055579E1
4.990000E2,8.705807E0,1.066774E1
5.000000E2,8.700358E0,1.141450E1
5.010000E2,8.694908E0,1.082967E1
5.020000E2,8.689459E0,1.057358E1
5.030000E2,8.684010E0,1.104978E1
5.040000E2,8.678560E0,1.107998E1
5.050000E2,8.673111E0,1.055718E1
5.060000E2,8.667661E0,9.645177E0
5.070000E2,8.662212E0,1.061784E1
5.080000E2,8.656762E0,1.019290E1
5.090000E2,8.651313E0,1.006364E1
5.100000E2,8.645863E0,9.878741E0
5.110000E2,8.640414E0,9.606529E0
5.120000E2,8.634964E0,1.135388E1
5.130000E2,8.629515E0,1.361077E1
5.140000E2,8.624065E0,1.258468E1
5.150000E2,8.618616E0,1.129091E1
5.160000E2,8.613166E0,1.104084E1
5.170000E2,8.607717E0,1.145804E1
5.180000E2,8.602267E0,1.150277E1
5.190000E2,8.596818E0,9.782804E0
5.200000E2,8.591368E0,1.107986E1
5.210000E2,8.585919E0,1.325509E1
5.220000E2,8.580469E0,1.302957E1
5.230000E2,8.575020E0,1.185100E1
5.240000E2,8.569570E0,1.134729E1
5.250000E2,8.564121E0,1.043022E1
5.260000E2,8.558671E0,9.764533E0
5.270000E2,8.553222E0,1.020120E1
5.280000E2,8.547772E0,1.026380E1
5.290000E2,8.542323E0,1.011951E1
5.300000E2,8.536873E0,1.134318E1
5.310000E2,8.531424E0,1.038967E1
5.320000E2,8.525974E0,9.991890E0
5.330000E2,8.520525E0,1.217025E1
5.340000E2,8.515075E0,1.251398E1
5.350000E2,8.509626E0,1.096392E1
5.360000E2,8.504177E0,1.056848E1
5.370000E2,8.498727E0,9.670178E0
5.380000E2,8.493278E0,1.010419E1
5.390000E2,8.487828E0,9.798370E0
5.400000E2,8.482379E0,1.096471E1
5.410000E2,8.476929E0,1.036399E1
5.420000E2,8.471480E0,8.427292E0
5.430000E2,8.466030E0,9.066353E0
5.440000E2,8.460581E0,1.062802E1
5.450000E2,8.455131E0,1.153186E1
5.460000E2,8.449682E0,1.189360E1
5.470000E2,8.444232E0,1.094529E1
5.480000E2,8.438783E0,9.499637E0
5.490000E2,8.433333E0,1.089112E1
5.500000E2,8.427884E0,1.195394E1
5.510000E2,8.422434E0,1.370449E1
5.520000E2,8.416985E0,1.326018E1
5.530000E2,8.411535E0,1.154404E1
5.540000E2,8.406086E0,1.292088E1
5.550000E2,8.400636E0,1.214703E1
5.560000E2,8.395187E0,1.097722E1
5.570000E2,8.389737E0,1.076968E1
5.580000E2,8.384288E0,1.096336E1
5.590000E2,8.378838E0,1.092340E1
5.600000E2,8.373389E0,9.825833E0
5.610000E2,8.367939E0,9.964637E0
5.620000E2,8.362490E0,1.018060E1
5.630000E2,8.357040E0,9.113727E0
5.640000E2,8.351591E0,8.448791E0
5.650000E2,8.346141E0,1.007211E1
5.660000E2,8.340692E0,1.079076E1
5.670000E2,8.335242E0,1.273153E1
5.680000E2,8.329793E0,1.254346E1
5.690000E2,8.324344E0,1.131026E1
5.700000E2,8.318894E0,1.073201E1
5.710000E2,8.313445E0,1.128107E1
5.720000E2,8.307995E0,1.301019E1
5.730000E2,8.302546E0,1.350433E1
5.740000E2,8.297096E0,1.348535E1
5.750000E2,8.291647E0,1.212997E1
5.760000E2,8.286197E0,1.182171E1
5.770000E2,8.280748E0,1.200269E1
5.780000E2,8.275298E0,1.200678E1
5.790000E2,8.269849E0,1.261608E1
5.800000E2,8.264399E0,1.330825E1
5.810000E2,8.258950E0,1.218998E1
5.820000E2,8.253500E0,1.172857E1
5.830000E2,8.248051E0,1.243452E1
5.840000E2,8.242601E0,1.329857E1
5.850000E2,8.237152E0,1.349726E1
5.860000E2,8.231702E0,1.172131E1
5.870000E2,8.226253E0,1.298449E1
5.880000E2,8.220803E0,1.365699E1
5.890000E2,8.215354E0,1.175427E1
5.900000E2,8.209904E0,1.149519E1
5.910000E2,8.204455E0,1.247450E1
5.920000E2,8.199005E0,1.332570E1
5.930000E2,8.193556E0,1.269855E1
5.940000E2,8.188106E0,1.303559E1
5.950000E2,8.182657E0,1.304213E1
5.960000E2,8.177207E0,1.397749E1
5.970000E2,8.171758E0,1.556546E1
5.980000E2,8.166308E0,1.378672E1
5.990000E2,8.160859E0,1.327650E1
6.000000E2,8.155409E0,1.335975E1
6.010000E2,8.149960E0,1.346017E1
6.020000E2,8.144510E0,1.273378E1
6.030000E2,8.139061E0,1.281236E1
6.040000E2,8.133612E0,1.329845E1
6.050000E2,8.128162E0,1.351816E1
6.060000E2,8.122713E0,1.411922E1
6.070000E2,8.117263E0,1.404272E1
6.080000E2,8.111814E0,1.421096E1
6.090000E2,8.106364E0,1.530371E1
6.100000E2,8.100915E0,1.462198E1
6.110000E2,8.095465E0,1.371653E1
6.120000E2,8.090016E0,1.311453E1
6.130000E2,8.084566E0,1.295220E1
6.140000E2,8.079117E0,1.313112E1
6.150000E2,8.073667E0,1.475059E1
6.160000E2,8.068218E0,1.547766E1
6.170000E2,8.062768E0,1.477284E1
6.180000E2,8.057319E0,1.516787E1
6.190000E2,8.051869E0,1.572098E1
6.200000E2,8.046420E0,1.428627E1
6.210000E2,8.040970E0,1.426859E1
6.220000E2,8.035521E0,1.655637E1
6.230000E2,8.030071E0,1.753421E1
6.240000E2,8.024622E0,1.652998E1
6.250000E2,8.019172E0,1.622183E1
6.260000E2,8.013723E0,1.384683E1
6.270000E2,8.008273E0,1.380719E1
6.280000E2,8.002824E0,1.514103E1
6.290000E2,7.997374E0,1.360099E1
6.300000E2,7.991925E0,1.351834E1
6.310000E2,7.986475E0,1.555545E1
6.320000E2,7.981026E0,1.631378E1
6.330000E2,7.975576E0,1.645271E1
6.340000E2,7.970127E0,1.463819E1
6.350000E2,7.964677E0,1.181529E1
6.360000E2,7.959228E0,1.253760E1
6.370000E2,7.953779E0,1.412878E1
6.380000E2,7.948329E0,1.391019E1
6.390000E2,7.942880E0,1.412768E1
6.400000E2,7.937430E0,1.479847E1
6.410000E2,7.931981E0,1.634169E1
6.420000E2,7.926531E0,1.648361E1
6.430000E2,7.921082E0,1.531829E1
6.440000E2,7.915632E0,1.524984E1
6.450000E2,7.910183E0,1.470371E1
6.460000E2,7.904733E0,1.357141E1
6.470000E2,7.899284E0,1.623432E1
6.480000E2,7.893834E0,1.698616E1
6.490000E2,7.888385E0,1.576622E1
6.500000E2,7.882935E0,1.476997E1
6.510000E2,7.877486E0,1.481892E1
6.520000E2,7.872036E0,1.425720E1
6.530000E2,7.866587E0,1.422217E1
6.540000E2,7.861137E0,1.432947E1
6.550000E2,7.855688E0,1.484945E1
6.560000E2,7.850238E0,1.580634E1
6.570000E2,7.844789E0,1.590171E1
6.580000E2,7.839339E0,1.450006E1
6.590000E2,7.833890E0,1.178489E1
6.600000E2,7.828440E0,1.241143E1
6.610000E2,7.822991E0,1.488718E1
6.620000E2,7.817541E0,1.529848E1
6.630000E2,7.812092E0,1.574149E1
6.640000E2,7.806642E0,1.670315E1
